dataset,reported_as,noise_type,noise_rate,graph_beta,seed,method,review_budget,topk_recall,precision
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.04,0.08000515331100232,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.06,0.12007214635403246,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.08,0.16001030662200463,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.1,0.2000772996650348,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.12000000000000001,0.24001545993300696,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.13999999999999999,0.2800824529760371,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.16,0.32002061324400927,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.18,0.3600876062870394,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.19999999999999998,0.4000257665550116,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.22,0.4400927595980417,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.24,0.4800309198660139,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.26,0.5199690801339861,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.28,0.5600360731770162,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.30000000000000004,0.5999742334449885,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.32,0.6400412264880185,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.34,0.6799793867559907,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.36000000000000004,0.7200463797990209,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.38,0.759984540066993,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.4,0.8000515331100232,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.42000000000000004,0.8399896933779953,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.44,0.8800566864210255,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.46,0.9199948466889977,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.48000000000000004,0.9600618397320279,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.5,0.9992270033496522,0.9992270033496522
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.52,0.9994846688997681,0.9611000991080277
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.54,0.9994846688997681,0.9254443516640821
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.56,0.9994846688997681,0.8924421948694352
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.5800000000000001,0.9994846688997681,0.8616170590848512
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.6,0.9994846688997681,0.8329396607257892
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.62,0.9996135016748261,0.8061298701298701
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.64,0.9996135016748261,0.7809763462506291
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.66,0.9996135016748261,0.7572711301971501
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.68,0.9996135016748261,0.7350322091701402
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.7000000000000001,0.9996135016748261,0.7139965031747493
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.7200000000000001,0.9996135016748261,0.6941934329426501
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.74,0.9996135016748261,0.6754004178272981
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.76,0.9996135016748261,0.6576538396338363
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.78,0.9996135016748261,0.6408159894284771
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.8,0.9996135016748261,0.6247684998792173
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.8200000000000001,0.9996135016748261,0.6095529892371749
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.8400000000000001,0.9996135016748261,0.5950153374233129
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.86,0.9996135016748261,0.5811985018726592
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.88,0.999742334449884,0.5680404069980236
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.9,0.9998711672249421,0.555507837663732
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.92,0.9998711672249421,0.5434112869346029
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.9400000000000001,1.0,0.5319353070175439
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.9600000000000001,1.0,0.520834731262162
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,0.98,1.0,0.5102215210675081
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,CoLD,1.0,1.0,0.5000322102686336
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.02,0.040066993043030144,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.04,0.08000515331100232,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.06,0.12007214635403246,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.08,0.16001030662200463,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.1,0.2000772996650348,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.12000000000000001,0.24001545993300696,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.13999999999999999,0.2800824529760371,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.16,0.3198917804689513,0.999597423510467
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.18,0.35995877351198147,0.9996422182468694
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.19999999999999998,0.3998969337799536,0.9996779388083736
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.22,0.43996392682298374,0.9997072599531616
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.24,0.47990208709095594,0.9997316156736447
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.26,0.5198402473589281,0.9997522299306244
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.28,0.5599072404019583,0.9997699562916954
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.30000000000000004,0.5998454006699304,0.999785269486794
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.32,0.6399123937129606,0.9997987117552335
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.34,0.6798505539809327,0.9998105342932929
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.36000000000000004,0.7199175470239629,0.9998210771157631
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.38,0.7598557072919351,0.9998304797423292
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.4,0.7999227003349653,0.9998389694041868
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.42000000000000004,0.8398608606029374,0.9998466257668711
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.44,0.8799278536459675,0.9998536085492608
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.46,0.9198660139139397,0.9998599635905335
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.48000000000000004,0.9599330069569698,0.9998658078368223
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.5,0.9992270033496522,0.9992270033496522
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.52,0.9994846688997681,0.9611000991080277
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.54,0.9994846688997681,0.9254443516640821
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.56,0.9994846688997681,0.8924421948694352
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.5800000000000001,0.9994846688997681,0.8616170590848512
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.6,0.9994846688997681,0.8329396607257892
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.62,0.9996135016748261,0.8061298701298701
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.64,0.9996135016748261,0.7809763462506291
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.66,0.9996135016748261,0.7572711301971501
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.68,0.9996135016748261,0.7350322091701402
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.7000000000000001,0.9996135016748261,0.7139965031747493
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.7200000000000001,0.9996135016748261,0.6941934329426501
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.74,0.9996135016748261,0.6754004178272981
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.76,0.9996135016748261,0.6576538396338363
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.78,0.9996135016748261,0.6408159894284771
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.8,0.9996135016748261,0.6247684998792173
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.8200000000000001,0.9996135016748261,0.6095529892371749
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.8400000000000001,0.9996135016748261,0.5950153374233129
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.86,0.9996135016748261,0.5811985018726592
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.88,0.999742334449884,0.5680404069980236
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.9,0.9998711672249421,0.555507837663732
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.92,0.9998711672249421,0.5434112869346029
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.9400000000000001,1.0,0.5319353070175439
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.9600000000000001,1.0,0.520834731262162
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,0.98,1.0,0.5102215210675081
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,ablation_hard,1.0,1.0,0.5000322102686336
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.02,0.040066993043030144,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.04,0.08000515331100232,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.06,0.12007214635403246,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.08,0.16001030662200463,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.1,0.2000772996650348,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.12000000000000001,0.24001545993300696,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.13999999999999999,0.2800824529760371,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.16,0.32002061324400927,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.18,0.3600876062870394,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.19999999999999998,0.4000257665550116,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.22,0.4400927595980417,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.24,0.4800309198660139,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.26,0.5199690801339861,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.28,0.5600360731770162,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.30000000000000004,0.5999742334449885,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.32,0.6400412264880185,1.0
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.34,0.6798505539809327,0.9998105342932929
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.36000000000000004,0.7197887142489049,0.9996421542315262
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.38,0.7594692089667612,0.9993219189693169
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.4,0.7967018809585158,0.9958132045088567
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.42000000000000004,0.8022416902860088,0.9550613496932515
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.44,0.8085544962638496,0.9187527448397014
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.46,0.8151249677918062,0.8860103626943006
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.48000000000000004,0.8228549342952847,0.857085346215781
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.5,0.8300695696985313,0.8300695696985313
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.52,0.8377995362020098,0.8056243805748265
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.54,0.8454006699304303,0.7827746630084695
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.56,0.8523576397835609,0.7610721269987346
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.5800000000000001,0.8586704457614017,0.7402265659706797
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.6,0.8664004122648802,0.7220313506549281
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.62,0.872455552692605,0.7035844155844155
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.64,0.8791548569956197,0.6868646200301963
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.66,0.8855964957485184,0.6708959593987898
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.68,0.893068796701881,0.6566881394467602
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.7000000000000001,0.8996392682298376,0.6425876506855618
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.7200000000000001,0.9064674053079104,0.6295070233515254
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.74,0.913295542385983,0.6170786908077994
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.76,0.9211543416645195,0.6060349211730802
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.78,0.9279824787425921,0.5948959365708623
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.8,0.9349394485957228,0.5843465657460343
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.8200000000000001,0.9420252512239113,0.5744363264985466
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.8400000000000001,0.9497552177273898,0.5653374233128834
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.86,0.9556815253800567,0.5556554307116105
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.88,0.9618654985828394,0.5465192884854696
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.9,0.96946663231126,0.5386157039581991
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.92,0.974233444988405,0.52947766419269
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.9400000000000001,0.9801597526410719,0.5213815789473685
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.9600000000000001,0.9862148930687967,0.5136549687982286
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,0.98,0.9929141973718114,0.5066061920725695
cicids2017,CICIDS-2017,asymmetric,0.4,none,1,Confident-Learning,1.0,1.0,0.5000322102686336
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.02,0.040066993043030144,1.0
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.04,0.08000515331100232,1.0
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.06,0.12007214635403246,1.0
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.08,0.16001030662200463,1.0
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.1,0.1999484668899768,0.9993560849967804
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.12000000000000001,0.23988662715794898,0.9994632313472893
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.13999999999999999,0.27995362020097914,0.999540018399264
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.16,0.3198917804689513,0.999597423510467
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.18,0.35995877351198147,0.9996422182468694
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.19999999999999998,0.3998969337799536,0.9996779388083736
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.22,0.43996392682298374,0.9997072599531616
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.24,0.47990208709095594,0.9997316156736447
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.26,0.5198402473589281,0.9997522299306244
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.28,0.5599072404019583,0.9997699562916954
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.30000000000000004,0.5998454006699304,0.999785269486794
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.32,0.6399123937129606,0.9997987117552335
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.34,0.6798505539809327,0.9998105342932929
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.36000000000000004,0.7199175470239629,0.9998210771157631
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.38,0.7598557072919351,0.9998304797423292
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.4,0.7999227003349653,0.9998389694041868
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.42000000000000004,0.8398608606029374,0.9998466257668711
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.44,0.8799278536459675,0.9998536085492608
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.46,0.9198660139139397,0.9998599635905335
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.48000000000000004,0.9599330069569698,0.9998658078368223
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.5,0.9998711672249421,0.9998711672249421
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.52,0.9998711672249421,0.9614717542120912
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.54,0.9998711672249421,0.9258022187760945
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.56,0.9998711672249421,0.8927873001265386
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.5800000000000001,0.9998711672249421,0.8619502443358508
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.6,0.9998711672249421,0.833261756495598
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.62,0.9998711672249421,0.8063376623376624
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.64,0.9998711672249421,0.7811776547559134
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.66,0.9998711672249421,0.7574663283232481
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.68,0.9998711672249421,0.7352216748768473
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.7000000000000001,0.9998711672249421,0.7141805466089998
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.7200000000000001,1.0,0.6944618412812025
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.74,1.0,0.6756615598885793
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.76,1.0,0.6579081200203424
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.78,1.0,0.6410637594978527
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.8,1.0,0.6250100652226427
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.8200000000000001,1.0,0.6097886715374342
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.8400000000000001,1.0,0.5952453987730061
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.86,1.0,0.5814232209737827
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.88,1.0,0.5681868091647756
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.9,1.0,0.5555794145014673
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.92,1.0,0.5434813051393362
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.9400000000000001,1.0,0.5319353070175439
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.9600000000000001,1.0,0.520834731262162
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,0.98,1.0,0.5102215210675081
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,Graph-CoLD,1.0,1.0,0.5000322102686336
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.02,0.040066993043030144,1.0
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.04,0.08000515331100232,1.0
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.06,0.12007214635403246,1.0
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.08,0.16001030662200463,1.0
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.1,0.1999484668899768,0.9993560849967804
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.12000000000000001,0.23988662715794898,0.9994632313472893
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.13999999999999999,0.27995362020097914,0.999540018399264
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.16,0.3198917804689513,0.999597423510467
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.18,0.35995877351198147,0.9996422182468694
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.19999999999999998,0.3998969337799536,0.9996779388083736
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.22,0.43996392682298374,0.9997072599531616
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.24,0.47990208709095594,0.9997316156736447
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.26,0.5198402473589281,0.9997522299306244
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.28,0.5599072404019583,0.9997699562916954
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.30000000000000004,0.5998454006699304,0.999785269486794
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.32,0.6399123937129606,0.9997987117552335
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.34,0.6798505539809327,0.9998105342932929
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.36000000000000004,0.7199175470239629,0.9998210771157631
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.38,0.7598557072919351,0.9998304797423292
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.4,0.7999227003349653,0.9998389694041868
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.42000000000000004,0.8398608606029374,0.9998466257668711
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.44,0.8799278536459675,0.9998536085492608
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.46,0.9198660139139397,0.9998599635905335
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.48000000000000004,0.9599330069569698,0.9998658078368223
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.5,0.9996135016748261,0.9996135016748261
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.52,0.9996135016748261,0.9612239841427156
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.54,0.9996135016748261,0.9255636407014195
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.56,0.9996135016748261,0.8925572299551363
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.5800000000000001,0.9996135016748261,0.8617281208351844
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.6,0.9996135016748261,0.8330470259823921
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.62,0.9996135016748261,0.8061298701298701
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.64,0.9996135016748261,0.7809763462506291
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.66,0.999742334449884,0.757368729260199
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.68,0.999742334449884,0.7351269420234937
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.7000000000000001,0.999742334449884,0.7140885248918745
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.7200000000000001,1.0,0.6944618412812025
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.74,1.0,0.6756615598885793
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.76,1.0,0.6579081200203424
cicids2017,CICIDS-2017,graph_consistency,0.4,0.6,1,CoLD,0.78,1.0,0.6410637594978527
