dataset,reported_as,dataset_hash,actual_data_path,class_policy,sample_policy,train_rows,test_rows,num_classes,noise_type,tail_flip_rate,effective_flip_rate_train,seed,method,training_mode,macro_f1,fpr,fnr,tail_macro_f1,tail_recall,rare_recovery_rate,rare_retained_rate,rare_clean_suspicious_count,rare_recovered_count,rare_recovery_eval,rare_retained_count,err,err_tail,err_final,err_degree,err_tail_degree,err_final_degree,mean_weight,retained_fraction,clean_rare_suspicious_retained_fraction,soft_retained_hard_deleted_count,semisup_candidate_count,semisup_selected_count,semisup_selected_rate,semisup_confidence_mean,runtime_sec,memory_mb,tail_labels,tail_label_names,active_views,source_verified,replacement_for
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.8,0.0793,1,CoLD,cold_hard,0.4453398006337666,0.0,0.07786259541984733,0.045454545454545456,0.06944444444444445,0.0,0.0,91,0,out_of_fold_training_predictions,0,0.692984760122009,0.5080368219649731,0.600510791043491,0.692984760122009,0.5080368219649731,0.600510791043491,0.9406,0.9406,0.0,0,0,0,0.0,0.0,0.6173501999583095,11.002592086791992,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.8,0.0793,1,ablation_hard,hard_deletion,0.42988707726517555,0.002898550724637681,0.08702290076335878,0.037037037037037035,0.05555555555555555,0.0,0.0,91,0,out_of_fold_training_predictions,0,0.7996706985179658,0.6848433639505159,0.7422570312342409,0.7996706985179658,0.6848433639505159,0.7422570312342409,0.9505,0.9505,0.0,0,0,0,0.0,0.0,0.5542121999897063,11.068073272705078,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.8,0.0793,1,Graph-CoLD-soft,scalar_soft,0.4365556307155731,0.0,0.08396946564885496,0.045454545454545456,0.06944444444444445,0.978021978021978,1.0,91,89,out_of_fold_training_predictions,91,1.0,1.0,1.0,0.7952088965711479,0.7596759874494019,0.7774424420102749,0.8457579982616884,1.0,1.0,495,0,0,0.0,0.0,0.6377870999858715,6.0404558181762695,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.8,0.0793,1,Graph-CoLD-semisup,evidence_semisup,0.43069412092062503,0.0,0.09465648854961832,0.02830188679245283,0.041666666666666664,0.07692307692307693,1.0,91,7,out_of_fold_training_predictions,91,1.0,1.0,1.0,0.7952088965711479,0.7596759874494019,0.7774424420102749,0.8457579982616884,1.0,1.0,495,299,273,0.0273,0.7785768767781603,0.8423018999747001,11.384078025817871,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.8,0.0793,1,Graph-CoLD,scalar_soft,0.4365556307155731,0.0,0.08396946564885496,0.045454545454545456,0.06944444444444445,0.978021978021978,1.0,91,89,out_of_fold_training_predictions,91,1.0,1.0,1.0,0.7952088965711479,0.7596759874494019,0.7774424420102749,0.8457579982616884,1.0,1.0,495,0,0,0.0,0.0,0.5445131000014953,6.299544334411621,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.4,0.0396,2,CoLD,cold_hard,0.49456247876552273,0.0,0.027522935779816515,0.1951219512195122,0.4444444444444444,0.0,0.0,163,0,out_of_fold_training_predictions,0,0.6230920329927789,0.5344295385863119,0.5787607857895454,0.6230920329927789,0.5344295385863119,0.5787607857895454,0.9324,0.9324,0.0,0,0,0,0.0,0.0,0.6074110000045039,11.011968612670898,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.4,0.0396,2,ablation_hard,hard_deletion,0.5323134498929698,0.0,0.021406727828746176,0.27235772357723576,0.4444444444444444,0.0,0.0,163,0,out_of_fold_training_predictions,0,0.7574185757809044,0.7046885945792762,0.7310535851800903,0.7574185757809044,0.7046885945792762,0.7310535851800903,0.9419,0.9419,0.0,0,0,0,0.0,0.0,0.596913899993524,11.021129608154297,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.4,0.0396,2,Graph-CoLD-soft,scalar_soft,0.5756745366995664,0.0,0.021406727828746176,0.42268518518518516,0.4722222222222222,0.9263803680981595,1.0,163,151,out_of_fold_training_predictions,163,1.0,1.0,1.0,0.7966163349692805,0.784642357121986,0.7906293460456333,0.8433866454563135,1.0,1.0,581,0,0,0.0,0.0,0.6628986999858171,6.231196403503418,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.4,0.0396,2,Graph-CoLD-semisup,evidence_semisup,0.522006606653252,0.0,0.02599388379204893,0.27469135802469136,0.4444444444444444,0.26380368098159507,1.0,163,43,out_of_fold_training_predictions,163,1.0,1.0,1.0,0.7966163349692805,0.784642357121986,0.7906293460456333,0.8433866454563135,1.0,1.0,581,345,278,0.0278,0.7787789366677927,0.9432319999905303,10.326985359191895,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.4,0.0396,2,Graph-CoLD,scalar_soft,0.5756745366995664,0.0,0.021406727828746176,0.42268518518518516,0.4722222222222222,0.9263803680981595,1.0,163,151,out_of_fold_training_predictions,163,1.0,1.0,1.0,0.7966163349692805,0.784642357121986,0.7906293460456333,0.8433866454563135,1.0,1.0,581,0,0,0.0,0.0,0.6230239999713376,6.229741096496582,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.6,0.0595,2,CoLD,cold_hard,0.4588537073726435,0.0,0.0672782874617737,0.11363636363636363,0.20833333333333334,0.0,0.0,161,0,out_of_fold_training_predictions,0,0.6044260771445957,0.484196107358091,0.5443110922513433,0.6044260771445957,0.484196107358091,0.5443110922513433,0.9327,0.9327,0.0,0,0,0,0.0,0.0,0.6036258999956772,10.91122817993164,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.6,0.0595,2,ablation_hard,hard_deletion,0.45804164424086696,0.0,0.05657492354740061,0.1357142857142857,0.2638888888888889,0.0,0.0,161,0,out_of_fold_training_predictions,0,0.7410630696234598,0.6686931018915031,0.7048780857574815,0.7410630696234598,0.6686931018915031,0.7048780857574815,0.9422,0.9422,0.0,0,0,0,0.0,0.0,0.5275490999920294,10.80339241027832,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.6,0.0595,2,Graph-CoLD-soft,scalar_soft,0.4801883095591139,0.0,0.06116207951070336,0.2027363184079602,0.2361111111111111,0.968944099378882,1.0,161,156,out_of_fold_training_predictions,161,1.0,1.0,1.0,0.7893663698759901,0.7729122725615322,0.7811393212187612,0.8431865771329611,1.0,1.0,578,0,0,0.0,0.0,0.5440885999705642,5.682097434997559,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.6,0.0595,2,Graph-CoLD-semisup,evidence_semisup,0.4642955413567375,0.0,0.06880733944954129,0.11363636363636363,0.20833333333333334,0.19875776397515527,1.0,161,32,out_of_fold_training_predictions,161,1.0,1.0,1.0,0.7893663698759901,0.7729122725615322,0.7811393212187612,0.8431865771329611,1.0,1.0,578,353,292,0.0292,0.7686102735062853,0.8366838000365533,10.774893760681152,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.6,0.0595,2,Graph-CoLD,scalar_soft,0.4801883095591139,0.0,0.06116207951070336,0.2027363184079602,0.2361111111111111,0.968944099378882,1.0,161,156,out_of_fold_training_predictions,161,1.0,1.0,1.0,0.7893663698759901,0.7729122725615322,0.7811393212187612,0.8431865771329611,1.0,1.0,578,0,0,0.0,0.0,0.5723331999615766,6.2984619140625,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.8,0.0793,2,CoLD,cold_hard,0.40564074299462205,0.0,0.09785932721712538,0.0,0.0,0.0,0.0,105,0,out_of_fold_training_predictions,0,0.5980429330645906,0.4271064270409869,0.5125746800527887,0.5980429330645906,0.4271064270409869,0.5125746800527887,0.9391,0.9391,0.0,0,0,0,0.0,0.0,0.6337702999589965,10.910969734191895,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.8,0.0793,2,ablation_hard,hard_deletion,0.4442558951330271,0.0,0.0871559633027523,0.08064516129032258,0.1388888888888889,0.0,0.0,105,0,out_of_fold_training_predictions,0,0.7499314533563083,0.6539872679615587,0.7019593606589335,0.7499314533563083,0.6539872679615587,0.7019593606589335,0.9486,0.9486,0.0,0,0,0,0.0,0.0,0.6113356999703683,11.16006088256836,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.8,0.0793,2,Graph-CoLD-soft,scalar_soft,0.4802699115795156,0.0,0.0963302752293578,0.191025641025641,0.20833333333333334,0.9809523809523809,1.0,105,103,out_of_fold_training_predictions,105,1.0,1.0,1.0,0.7646189453977704,0.7311825302708306,0.7479007378343006,0.8432263806336032,1.0,1.0,514,0,0,0.0,0.0,0.6547073000110686,6.1190643310546875,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.8,0.0793,2,Graph-CoLD-semisup,evidence_semisup,0.4288915106707429,0.0,0.10091743119266056,0.0603448275862069,0.09722222222222222,0.12380952380952381,1.0,105,13,out_of_fold_training_predictions,105,1.0,1.0,1.0,0.7646189453977704,0.7311825302708306,0.7479007378343006,0.8432263806336032,1.0,1.0,514,307,266,0.0266,0.7800573007867158,1.0652530000079423,10.796775817871094,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
unsw_nb15,UNSW-NB15,d38d8600ba4804a45f57b0ad16114b0d9f2971c875ed4a00ba8dc1a2b7278232,E:\graphcold-data\unsw_nb15,postfilter,p2d_real_audit_window_train_10000_test_1000,10000,1000,9,tail_asymmetric,0.8,0.0793,2,Graph-CoLD,scalar_soft,0.4802699115795156,0.0,0.0963302752293578,0.191025641025641,0.20833333333333334,0.9809523809523809,1.0,105,103,out_of_fold_training_predictions,105,1.0,1.0,1.0,0.7646189453977704,0.7311825302708306,0.7479007378343006,0.8432263806336032,1.0,1.0,514,0,0,0.0,0.0,0.6376554999733344,6.228758811950684,"[1, 2, 7, 8]","[""1"", ""2"", ""7"", ""8""]",temporal|process,True,
