dataset,reported_as,dataset_hash,actual_data_path,class_policy,num_classes,sample_policy,sample_size,sample_seed,sampling_stratified,noise_type,noise_rate,graph_beta,seed,split_id,noise_seed,model_seed,method,method_family,implementation_status,macro_f1,fpr,fnr,err,err_tail,err_final,compression_ratio,mean_weight,retained_fraction,retained_fraction_clean_informative,n_eff_ratio,runtime_sec,memory_mb,active_views,source_verified,replacement_for,faithfulness_level,baseline_source,smoke_passed,implementation_notes
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,symmetric,0.2,none,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.593427817244311,0.2665584766850589,0.0059792611213359,0.1083682490286144,0.1731465912669416,0.140757420147778,0.9864149746192892,0.0703094389426379,0.0703094389426379,0.0844939720812182,0.0703094389426379,14.175119199964684,422.1733169555664,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,symmetric,0.4,none,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.5588102864870171,0.2043059612679865,0.0084302195089105,0.1045505275596318,0.2210303278917311,0.1627904277256814,0.9976967005076142,0.0605552991042181,0.0605552991042181,0.0617914551607445,0.0605552991042181,14.457709399983289,422.1733169555664,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,symmetric,0.6,none,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.478469802353589,0.1724981066753218,0.0226421870090227,0.2025136342829887,0.3391444361921968,0.2708290352375928,0.9539784263959392,0.1092244752926321,0.1092244752926321,0.1441782994923857,0.1092244752926321,14.246935300005134,422.1733169555664,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,asymmetric,0.1,none,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.4382402239016116,0.1928161852212485,0.0435965345423531,0.1177571176565109,0.0692662881237596,0.0935117028901352,0.9940482233502538,0.1195925120439594,0.1195925120439594,0.1505146644106035,0.1195925120439594,14.14358400000492,422.1733169555664,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,asymmetric,0.2,none,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.5477499892981973,0.2380612355295899,0.039376935853122,0.16183811581246,0.1759508572447968,0.1688944865286284,0.9995304568527918,0.1474367821014944,0.1474367821014944,0.1830277779953168,0.1474367821014944,14.584484999999404,422.1733169555664,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,asymmetric,0.4,none,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.5731048376678599,0.2445742724223737,0.084813933653544,0.2306293130280167,0.1974706520500279,0.2140499825390223,0.9998794416243656,0.230768132563662,0.230768132563662,0.29665820642978,0.230768132563662,15.046049800002947,422.1733169555664,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,asymmetric,0.6,none,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.4314047859610721,0.1831223628691983,0.3581451721506486,0.4612030191316185,0.3490749743090803,0.4051389967203493,1.0,0.3821436899487467,0.3821436899487467,0.4806472081218274,0.3821436899487467,15.77227119996678,422.1733169555664,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,graph_consistency,0.1,0.0,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.5858164752109916,0.3750297522449421,0.0074606095973425,0.072708690830994,0.1116381042384982,0.0921733975347461,0.9977791878172588,0.0621574590061215,0.0621574590061215,0.0594190637337845,0.0621574590061215,13.927161700034048,422.1733169555664,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,graph_consistency,0.1,0.6,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.6718557033194478,0.3003570269393054,0.0014095255195942,0.3656593643166211,0.4525127315972549,0.409086047956938,0.9830393401015228,0.3591011407061242,0.3591011407061242,0.384024252679075,0.3591011407061242,15.540398000041025,422.1735534667969,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,graph_consistency,0.2,0.0,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.593427817244311,0.2665584766850589,0.0059792611213359,0.1083682490286144,0.1731465912669416,0.140757420147778,0.9864149746192892,0.0703094389426379,0.0703094389426379,0.0844939720812182,0.0703094389426379,14.150003300048413,422.1733169555664,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,graph_consistency,0.2,0.6,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.610567684381778,0.2914854484474737,0.0085020424653229,0.1882460545962635,0.1848960056374157,0.1865710301168396,0.9991116751269036,0.179196032988631,0.179196032988631,0.2026570431472081,0.179196032988631,14.460135599947536,422.1735534667969,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,graph_consistency,0.4,0.0,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.5588102864870171,0.2043059612679865,0.0084302195089105,0.1045505275596318,0.2210303278917311,0.1627904277256814,0.9976967005076142,0.0605552991042181,0.0605552991042181,0.0617914551607445,0.0605552991042181,13.878600700001698,422.1733169555664,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,graph_consistency,0.4,0.6,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.5040889553951723,0.3855025424645678,0.0008349418682946,0.2010361574764272,0.243645635943309,0.2223408967098681,0.8835279187817259,0.1580697304405622,0.1580697304405622,0.1817893401015228,0.1580697304405622,14.310415000014473,422.1735534667969,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,graph_consistency,0.6,0.0,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.478469802353589,0.1724981066753218,0.0226421870090227,0.2025136342829887,0.3391444361921968,0.2708290352375928,0.9539784263959392,0.1092244752926321,0.1092244752926321,0.1441782994923857,0.1092244752926321,14.106724400015082,422.1733169555664,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cicids2017,CICIDS-2017,2585508ac445a94a3eb2244aa64778678928d201555396b4b9afc1ed6a2f1ab4,C:\Users\g14370\graph-cold\data\cicids2017,postfilter11,11,full_postfilter11_after_min_count_and_dominant_downsample,787999,42,True,graph_consistency,0.6,0.6,2,3866904ffe7cc9a5,2,2,Decoupling,decoupling,implemented_smoke_passed,0.4049297586540363,0.810645894190198,4.488934775777708e-05,0.4191879889028972,0.3711491573165121,0.3951685731097046,0.9991941624365482,0.4048705661017863,0.4048705661017863,0.4650539340101522,0.4048705661017863,15.7164079999784,422.1735534667969,host|ip|temporal,True,,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,clean,0.0,none,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.790587478589166,0.1021021021021021,0.00016818028927,1.0,1.0,1.0,0.9770143149284254,0.068017750874251,0.068017750874251,0.068017750874251,0.068017750874251,2.318435799970757,19.019978523254395,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,symmetric,0.1,none,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.8332317355578707,0.1981981981981982,0.00016818028927,0.1316500895803822,0.1498493753387029,0.1407497324595426,0.994437627811861,0.0744800507167835,0.0744800507167835,0.1185171432107934,0.0744800507167835,1.742150700010825,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,symmetric,0.2,none,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.7760858312872965,0.1051051051051051,0.00016818028927,0.2295034585945126,0.24102433075059,0.2352638946725513,0.9951738241308792,0.1680811468537189,0.1680811468537189,0.2195328487756686,0.1680811468537189,1.9130839999997988,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,symmetric,0.4,none,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.656021736615287,0.2642642642642642,0.0010090817356205,0.3653385151978006,0.351472476096638,0.3584054956472193,0.9959918200408998,0.2993926256160658,0.2993926256160658,0.3320348729363754,0.2993926256160658,2.4989790999679826,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,symmetric,0.6,none,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.6904217426806776,0.1531531531531531,0.0002522704339051,0.5806311303731746,0.6145728907369239,0.5976020105550492,1.0,0.2921532137671527,0.2921532137671527,0.5764459930313589,0.2921532137671527,1.9053815000224856,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,asymmetric,0.1,none,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.8087069480507241,0.0960960960960961,0.0016818028927009,0.2010021223397919,0.2327711203257071,0.2168866213327495,1.0,0.112026830814536,0.112026830814536,0.1988379998763829,0.112026830814536,1.775219900009688,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,asymmetric,0.2,none,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.7802932558457626,0.5195195195195195,0.0023545240497813,0.1464601525742064,0.1614090311756755,0.1539345918749409,1.0,0.0878136567209963,0.0878136567209963,0.1420488987674277,0.0878136567209963,2.35360380000202,19.018790245056152,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,asymmetric,0.4,none,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.8100381998236276,0.078078078078078,0.0071476622939791,0.1316822519649822,0.129632269237104,0.1306572606010431,1.0,0.0702263849976482,0.0702263849976482,0.1362860479741263,0.0702263849976482,1.8873558000195767,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,asymmetric,0.6,none,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.7986542414982025,0.5555555555555556,0.0170702993609149,0.213701740731865,0.1964386508518708,0.2050701957918679,1.0,0.144829137610176,0.144829137610176,0.2065657930289111,0.144829137610176,1.9182861999724992,19.018790245056152,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,graph_consistency,0.1,0.0,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.8332317355578707,0.1981981981981982,0.00016818028927,0.1316500895803822,0.1498493753387029,0.1407497324595426,0.994437627811861,0.0744800507167835,0.0744800507167835,0.1185171432107934,0.0744800507167835,2.344647299963981,19.0187463760376,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,graph_consistency,0.1,0.6,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.7946216591452895,0.087087087087087,0.0014295324587958,0.1507883893694288,0.1671723606222765,0.1589803749958526,0.9826584867075664,0.0867297899752551,0.0867297899752551,0.1568787726358149,0.0867297899752551,1.8503522999817503,19.01906681060791,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,graph_consistency,0.2,0.0,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.7760858312872965,0.1051051051051051,0.00016818028927,0.2295034585945126,0.24102433075059,0.2352638946725513,0.9951738241308792,0.1680811468537189,0.1680811468537189,0.2195328487756686,0.1680811468537189,1.876254500006325,19.018790245056152,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,graph_consistency,0.2,0.6,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.7551267520591637,0.2012012012012012,0.0002522704339051,0.2745930825317063,0.2859975984944184,0.2802953405130624,0.9876482617586912,0.1633980244994785,0.1633980244994785,0.2880911922967997,0.1633980244994785,2.437487299961504,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,graph_consistency,0.4,0.0,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.656021736615287,0.2642642642642642,0.0010090817356205,0.3653385151978006,0.351472476096638,0.3584054956472193,0.9959918200408998,0.2993926256160658,0.2993926256160658,0.3320348729363754,0.2993926256160658,1.9444409999996424,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,graph_consistency,0.4,0.6,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.6489670061443894,0.8858858858858859,0.0,0.4049356263658336,0.4294867586730742,0.4172111925194539,0.9990184049079754,0.2557721016789709,0.2557721016789709,0.3884959046909903,0.2557721016789709,1.8901181999826804,19.019070625305176,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,graph_consistency,0.6,0.0,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.6904217426806776,0.1531531531531531,0.0002522704339051,0.5806311303731746,0.6145728907369239,0.5976020105550492,1.0,0.2921532137671527,0.2921532137671527,0.5764459930313589,0.2921532137671527,2.4788081000442617,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,graph_consistency,0.6,0.6,0,8dde8f9aa7025983,0,0,Decoupling,decoupling,implemented_smoke_passed,0.7641053454660443,0.5465465465465466,0.0002522704339051,0.500831454885513,0.4957678745578264,0.4982996647216696,0.9886298568507156,0.3191067301989815,0.3191067301989815,0.466092116417067,0.3191067301989815,1.9737308999756351,19.019070625305176,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,clean,0.0,none,1,6fde7f9c9f8d0227,1,1,Decoupling,decoupling,implemented_smoke_passed,0.8428248682547285,0.1561561561561561,0.0005045408678102,1.0,1.0,1.0,0.9983640081799592,0.0622098611423546,0.0622098611423546,0.0622098611423546,0.0622098611423546,2.287167899950873,19.019978523254395,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,symmetric,0.1,none,1,6fde7f9c9f8d0227,1,1,Decoupling,decoupling,implemented_smoke_passed,0.7736032570208531,0.1021021021021021,0.00016818028927,0.1359254227272589,0.1313052580844379,0.1336153404058484,0.999754601226994,0.127834925049592,0.127834925049592,0.140455637048095,0.127834925049592,1.800622700015083,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,symmetric,0.2,none,1,6fde7f9c9f8d0227,1,1,Decoupling,decoupling,implemented_smoke_passed,0.80368813937436,0.075075075075075,0.0015136226034308,0.2330064217854045,0.2378948787481251,0.2354506502667648,0.996073619631902,0.1097568457432667,0.1097568457432667,0.2232149395825705,0.1097568457432667,1.767653499962762,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,symmetric,0.4,none,1,6fde7f9c9f8d0227,1,1,Decoupling,decoupling,implemented_smoke_passed,0.7183741390079024,0.6696696696696697,8.409014463504877e-05,0.3906367630772309,0.4452236306841435,0.4179301968806872,0.9932924335378324,0.3073068978915724,0.3073068978915724,0.3727222528989508,0.3073068978915724,2.4204229000024498,19.018834114074707,ip|temporal,True,MALTLS-22,standard tabular implementation of disagreement-update Decoupling,local_sklearn_sgd_disagreement_update,True,two SGD classifiers update on post-warmup disagreements using noisy_y_train
