dataset,reported_as,dataset_hash,actual_data_path,class_policy,num_classes,sample_policy,sample_size,sample_seed,sampling_stratified,noise_type,noise_rate,graph_beta,seed,split_id,noise_seed,model_seed,method,macro_f1,fpr,fnr,tail_recall,err,err_tail,err_final,compression_ratio,mean_weight,retained_fraction,retained_fraction_clean_informative,n_eff_ratio,runtime_sec,memory_mb,active_views,source_verified,replacement_for
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,asymmetric,0.6,none,1,6fde7f9c9f8d0227,1,1,ablation_hard,0.993483792618056,0.012012012012012,8.409014463504877e-05,0.9942453570494376,0.9434021907027674,0.9491492336492352,0.9462757121760011,0.9784867075664622,0.3980040491625595,0.3980040491625595,0.9863888888888888,0.3980040491625595,0.4886149999802001,19.94413948059082,ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,asymmetric,0.6,none,2,091f7f858b750a40,2,2,CoLD,0.9906544620450823,0.006006006006006006,0.0002522704339051463,0.9921527596128695,0.8729423192830299,0.8735642081649455,0.8732532637239877,1.0,0.3940162375508702,0.3940162375508702,0.9594519789648491,0.3940162375508702,0.2566466000280343,19.289807319641113,ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,asymmetric,0.6,none,2,091f7f858b750a40,2,2,Graph-CoLD,0.994308193533852,0.009009009009009,0.00016818028927,0.9973842532042898,1.0,1.0,1.0,0.9917382413087936,0.395319240480306,0.4000081801263829,1.0,0.4006598131382525,0.4912480000057257,20.12957572937012,ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,asymmetric,0.6,none,2,091f7f858b750a40,2,2,ablation_hard,0.9942727656004212,0.003003003003003,0.0002522704339051,0.997907402563432,0.9432295528009396,0.9548284897736716,0.9490290212873056,0.9916564417177914,0.3980040491625595,0.3980040491625595,0.9864378632715196,0.3980040491625595,0.8528623000020161,19.946818351745605,ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,clean,0.0,none,0,8dde8f9aa7025983,0,0,CoLD,0.9937389234386914,0.009009009009009009,0.0,0.9942453570494376,1.0,1.0,1.0,0.9730061349693252,0.9899997954968405,0.9899997954968405,1.0,0.9899997954968405,0.4055728000239469,26.86740779876709,ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,clean,0.0,none,0,8dde8f9aa7025983,0,0,Graph-CoLD,0.9956694970682838,0.006006006006006,0.0,0.9973842532042898,1.0,1.0,1.0,0.9729243353783232,0.9898921739163844,1.0,1.0,0.9999993422280964,0.8888240000233054,19.756810188293457,ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,clean,0.0,none,0,8dde8f9aa7025983,0,0,ablation_hard,0.9960327793843458,0.006006006006006,0.0,0.9981689772430028,1.0,1.0,1.0,0.9729243353783232,1.0,1.0,1.0,1.0,0.988723199989181,22.365306854248047,ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,clean,0.0,none,1,6fde7f9c9f8d0227,1,1,CoLD,0.9948845820168549,0.015015015015015015,8.409014463504877e-05,0.9958148051268637,1.0,1.0,1.0,0.9919836400817996,0.9899997954968405,0.9899997954968405,1.0,0.9899997954968405,0.41677539999363944,25.783041954040527,ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,clean,0.0,none,1,6fde7f9c9f8d0227,1,1,Graph-CoLD,0.9959706766462876,0.015015015015015,0.00016818028927,0.9968611038451478,1.0,1.0,1.0,0.9919836400817996,0.9899007240325194,1.0,1.0,0.9999992671890068,0.7979495999752544,19.960408210754395,ip|temporal,True,MALTLS-22
cesnet_tls_year22,CESNET-TLS-Year22,490bb4402e111c4ef752272e17d8faee44ce9ef25a0063c7c84ff4d3cb7f9084,E:\graphcold-data\tls_alternative\cesnet_tls_year22,postfilter,25,deterministic_audit_window_100000_then_postfilter25_stratified_split,61124,42,True,clean,0.0,none,1,6fde7f9c9f8d0227,1,1,ablation_hard,0.9950324724940248,0.012012012012012,8.409014463504877e-05,0.9958148051268636,1.0,1.0,1.0,0.9919018404907975,1.0,1.0,1.0,1.0,0.7659792000195011,19.94525623321533,ip|temporal,True,MALTLS-22
