dataset,noise_type,noise_rate,graph_beta,seed,graphcold_macro_f1,hard_macro_f1,macro_f1_delta,graphcold_fnr,hard_fnr,fnr_delta_graphcold_minus_hard,graphcold_high_noise_fnr,hard_high_noise_fnr,tail_recall_graphcold,tail_recall_hard,tail_recall_delta
cesnet_tls_year22,graph_consistency,0.1,0.6,1,0.9957191135752612,0.994625392940918,0.0010937206343432093,8.409014463504877e-05,8.409014463504877e-05,0.0,,,0.9973842532042898,0.9958148051268636,0.0015694480774262054
cesnet_tls_year22,graph_consistency,0.1,0.6,2,0.9954379219658932,0.9961253934489416,-0.0006874714830483741,0.0,0.0,0.0,,,0.998953701281716,0.9992152759612868,-0.0002615746795707752
cesnet_tls_year22,graph_consistency,0.2,0.0,0,0.9958129829129748,0.995419228132338,0.00039375478063685687,0.0,0.0,0.0,,,0.9981689772430028,0.9981689772430028,0.0
cesnet_tls_year22,graph_consistency,0.2,0.0,1,0.9958011738040696,0.994206032191034,0.0015951416130356444,8.409014463504877e-05,8.409014463504877e-05,0.0,,,0.9971226785247188,0.9952916557677216,0.0018310227569972026
cesnet_tls_year22,graph_consistency,0.2,0.0,2,0.9956782920640654,0.995197995138826,0.0004802969252394318,8.409014463504877e-05,0.00016818028927,-8.409014463495122e-05,,,0.998953701281716,0.997907402563432,0.001046298718283989
cesnet_tls_year22,graph_consistency,0.2,0.6,0,0.9957999076927372,0.9955402176891508,0.00025969000358638805,0.0,8.409014463504877e-05,-8.409014463504877e-05,,,0.997907402563432,0.997907402563432,0.0
cesnet_tls_year22,graph_consistency,0.2,0.6,1,0.995805771740378,0.994237081144032,0.0015686905963460118,8.409014463504877e-05,8.409014463504877e-05,0.0,,,0.9973842532042898,0.9955532304472928,0.0018310227569969806
cesnet_tls_year22,graph_consistency,0.2,0.6,2,0.9958851212726486,0.9955878587351076,0.00029726253754103205,8.409014463504877e-05,0.0,8.409014463504877e-05,,,0.9992152759612868,0.9992152759612868,0.0
cesnet_tls_year22,graph_consistency,0.4,0.0,0,0.9956414218882772,0.9948593321064232,0.0007820897818540118,0.0,0.0,0.0,0.0,0.0,0.9986921266021448,0.9973842532042898,0.0013078733978549861
cesnet_tls_year22,graph_consistency,0.4,0.0,1,0.9948003526732708,0.993547935707937,0.0012524169653338468,8.409014463504877e-05,8.409014463504877e-05,0.0,8.409014463504877e-05,8.409014463504877e-05,0.9960763798064348,0.9947685064085796,0.0013078733978552082
