dataset,reported_as,tail_flip_rate,seed,method,tail_label,tail_label_name,train_tail_count,test_tail_count,train_tail_flipped_count,clean_suspicious_tail_count,clean_suspicious_tail_retained_rate,clean_suspicious_tail_recovery_rate,test_tail_recall,mean_tail_evidence,mean_tail_cdm,mean_tail_weight
cicids2017,CICIDS-2017,0.4,2,ablation_hard,5,5,78,6,26,2,0.0,0.0,0.3333333333333333,0.31817865961732156,0.1461269957940914,0.9487179487179487
cicids2017,CICIDS-2017,0.4,2,ablation_hard,6,6,81,7,36,5,0.0,0.0,0.5714285714285714,0.27839783277054797,0.16076663980861938,0.9259259259259259
cicids2017,CICIDS-2017,0.4,2,ablation_hard,9,9,49,7,17,1,0.0,0.0,0.2857142857142857,0.33133369996115386,0.1257236614810601,0.9795918367346939
cicids2017,CICIDS-2017,0.4,2,ablation_hard,10,10,22,1,11,2,0.0,0.0,0.0,0.4482800354260317,0.19704663532089867,0.9090909090909091
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD-soft,1,1,29,2,13,5,1.0,1.0,0.5,0.403318515181559,0.2503003067181627,0.8477634259209065
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD-soft,5,5,78,6,26,2,1.0,1.0,0.3333333333333333,0.31817865961732156,0.1461269957940914,0.8467951369818453
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD-soft,6,6,81,7,36,5,1.0,1.0,0.42857142857142855,0.27839783277054797,0.16076663980861938,0.8376283846066656
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD-soft,9,9,49,7,17,1,1.0,1.0,0.42857142857142855,0.33133369996115386,0.1257236614810601,0.8669348701266515
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD-soft,10,10,22,1,11,2,1.0,1.0,0.0,0.4482800354260317,0.19704663532089867,0.8838393293901131
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD-semisup,1,1,29,2,13,5,1.0,0.0,0.5,0.403318515181559,0.2503003067181627,0.8477634259209065
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD-semisup,5,5,78,6,26,2,1.0,0.0,0.3333333333333333,0.31817865961732156,0.1461269957940914,0.8467951369818453
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD-semisup,6,6,81,7,36,5,1.0,0.0,0.42857142857142855,0.27839783277054797,0.16076663980861938,0.8376283846066656
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD-semisup,9,9,49,7,17,1,1.0,0.0,0.2857142857142857,0.33133369996115386,0.1257236614810601,0.8669348701266515
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD-semisup,10,10,22,1,11,2,1.0,0.0,0.0,0.4482800354260317,0.19704663532089867,0.8838393293901131
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD,1,1,29,2,13,5,1.0,1.0,0.5,0.403318515181559,0.2503003067181627,0.8477634259209065
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD,5,5,78,6,26,2,1.0,1.0,0.3333333333333333,0.31817865961732156,0.1461269957940914,0.8467951369818453
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD,6,6,81,7,36,5,1.0,1.0,0.42857142857142855,0.27839783277054797,0.16076663980861938,0.8376283846066656
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD,9,9,49,7,17,1,1.0,1.0,0.42857142857142855,0.33133369996115386,0.1257236614810601,0.8669348701266515
cicids2017,CICIDS-2017,0.4,2,Graph-CoLD,10,10,22,1,11,2,1.0,1.0,0.0,0.4482800354260317,0.19704663532089867,0.8838393293901131
cicids2017,CICIDS-2017,0.6,2,CoLD,1,1,29,2,20,3,0.0,0.0,0.0,0.23749416012463256,0.15429260381702498,0.6896551724137931
cicids2017,CICIDS-2017,0.6,2,CoLD,5,5,78,6,41,4,0.0,0.0,0.0,0.20597845934620168,0.1219422557891139,0.5256410256410257
cicids2017,CICIDS-2017,0.6,2,CoLD,6,6,81,7,54,2,0.0,0.0,0.0,0.17067053326638548,0.09687085999115762,0.6666666666666666
cicids2017,CICIDS-2017,0.6,2,CoLD,9,9,49,7,30,0,0.0,0.0,0.0,0.1944919544378984,0.08135382725559945,0.6122448979591837
cicids2017,CICIDS-2017,0.6,2,CoLD,10,10,22,1,10,2,0.0,0.0,0.0,0.35659098757294655,0.186280775257495,0.45454545454545453
cicids2017,CICIDS-2017,0.6,2,ablation_hard,1,1,29,2,20,3,0.0,0.0,1.0,0.23749416012463256,0.15429260381702498,0.896551724137931
cicids2017,CICIDS-2017,0.6,2,ablation_hard,5,5,78,6,41,4,0.0,0.0,0.3333333333333333,0.20597845934620168,0.1219422557891139,0.9487179487179487
cicids2017,CICIDS-2017,0.6,2,ablation_hard,6,6,81,7,54,2,0.0,0.0,0.2857142857142857,0.17067053326638548,0.09687085999115762,0.9753086419753086
cicids2017,CICIDS-2017,0.6,2,ablation_hard,9,9,49,7,30,0,0.0,0.0,0.5714285714285714,0.1944919544378984,0.08135382725559945,1.0
cicids2017,CICIDS-2017,0.6,2,ablation_hard,10,10,22,1,10,2,0.0,0.0,1.0,0.35659098757294655,0.186280775257495,0.9090909090909091
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD-soft,1,1,29,2,20,3,1.0,1.0,1.0,0.23749416012463256,0.15429260381702498,0.8618097140105765
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD-soft,5,5,78,6,41,4,1.0,1.0,0.3333333333333333,0.20597845934620168,0.1219422557891139,0.8472506929329499
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD-soft,6,6,81,7,54,2,1.0,1.0,0.2857142857142857,0.17067053326638548,0.09687085999115762,0.8584722199611884
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD-soft,9,9,49,7,30,0,0.0,0.0,0.42857142857142855,0.1944919544378984,0.08135382725559945,0.8706818531124927
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD-soft,10,10,22,1,10,2,1.0,1.0,1.0,0.35659098757294655,0.186280775257495,0.8526253573504236
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD-semisup,1,1,29,2,20,3,1.0,0.0,1.0,0.23749416012463256,0.15429260381702498,0.8618097140105765
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD-semisup,5,5,78,6,41,4,1.0,0.0,0.16666666666666666,0.20597845934620168,0.1219422557891139,0.8472506929329499
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD-semisup,6,6,81,7,54,2,1.0,0.0,0.42857142857142855,0.17067053326638548,0.09687085999115762,0.8584722199611884
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD-semisup,9,9,49,7,30,0,0.0,0.0,0.42857142857142855,0.1944919544378984,0.08135382725559945,0.8706818531124927
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD-semisup,10,10,22,1,10,2,1.0,0.0,1.0,0.35659098757294655,0.186280775257495,0.8526253573504236
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD,1,1,29,2,20,3,1.0,1.0,1.0,0.23749416012463256,0.15429260381702498,0.8618097140105765
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD,5,5,78,6,41,4,1.0,1.0,0.3333333333333333,0.20597845934620168,0.1219422557891139,0.8472506929329499
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD,6,6,81,7,54,2,1.0,1.0,0.2857142857142857,0.17067053326638548,0.09687085999115762,0.8584722199611884
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD,9,9,49,7,30,0,0.0,0.0,0.42857142857142855,0.1944919544378984,0.08135382725559945,0.8706818531124927
cicids2017,CICIDS-2017,0.6,2,Graph-CoLD,10,10,22,1,10,2,1.0,1.0,1.0,0.35659098757294655,0.186280775257495,0.8526253573504236
cicids2017,CICIDS-2017,0.8,2,CoLD,1,1,29,2,23,4,0.0,0.0,0.0,0.15757018439410803,0.1533431652848691,0.7931034482758621
cicids2017,CICIDS-2017,0.8,2,CoLD,5,5,78,6,62,5,0.0,0.0,0.0,0.11202285984667264,0.09415361344153036,0.7948717948717948
cicids2017,CICIDS-2017,0.8,2,CoLD,6,6,81,7,68,6,0.0,0.0,0.0,0.09871164831475471,0.09463328334864145,0.8395061728395061
cicids2017,CICIDS-2017,0.8,2,CoLD,9,9,49,7,36,2,0.0,0.0,0.0,0.1260024427623258,0.08463014656493727,0.7346938775510204
cicids2017,CICIDS-2017,0.8,2,CoLD,10,10,22,1,18,2,0.0,0.0,0.0,0.17656555607363875,0.12748564421963346,0.8181818181818182
cicids2017,CICIDS-2017,0.8,2,ablation_hard,1,1,29,2,23,4,0.0,0.0,0.0,0.15757018439410803,0.1533431652848691,0.8620689655172413
cicids2017,CICIDS-2017,0.8,2,ablation_hard,5,5,78,6,62,5,0.0,0.0,0.0,0.11202285984667264,0.09415361344153036,0.9358974358974359
cicids2017,CICIDS-2017,0.8,2,ablation_hard,6,6,81,7,68,6,0.0,0.0,0.14285714285714285,0.09871164831475471,0.09463328334864145,0.9259259259259259
cicids2017,CICIDS-2017,0.8,2,ablation_hard,9,9,49,7,36,2,0.0,0.0,0.0,0.1260024427623258,0.08463014656493727,0.9591836734693877
cicids2017,CICIDS-2017,0.8,2,ablation_hard,10,10,22,1,18,2,0.0,0.0,0.0,0.17656555607363875,0.12748564421963346,0.9090909090909091
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD-soft,1,1,29,2,23,4,1.0,1.0,0.5,0.15757018439410803,0.1533431652848691,0.850081256166914
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD-soft,5,5,78,6,62,5,1.0,1.0,0.0,0.11202285984667264,0.09415361344153036,0.8492166219474065
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD-soft,6,6,81,7,68,6,1.0,1.0,0.2857142857142857,0.09871164831475471,0.09463328334864145,0.8488617332432887
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD-soft,9,9,49,7,36,2,1.0,1.0,0.0,0.1260024427623258,0.08463014656493727,0.8570674491308912
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD-soft,10,10,22,1,18,2,1.0,1.0,0.0,0.17656555607363875,0.12748564421963346,0.8733079769229234
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD-semisup,1,1,29,2,23,4,1.0,0.0,0.0,0.15757018439410803,0.1533431652848691,0.850081256166914
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD-semisup,5,5,78,6,62,5,1.0,0.0,0.16666666666666666,0.11202285984667264,0.09415361344153036,0.8492166219474065
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD-semisup,6,6,81,7,68,6,1.0,0.0,0.14285714285714285,0.09871164831475471,0.09463328334864145,0.8488617332432887
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD-semisup,9,9,49,7,36,2,1.0,0.0,0.0,0.1260024427623258,0.08463014656493727,0.8570674491308912
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD-semisup,10,10,22,1,18,2,1.0,0.0,0.0,0.17656555607363875,0.12748564421963346,0.8733079769229234
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD,1,1,29,2,23,4,1.0,1.0,0.5,0.15757018439410803,0.1533431652848691,0.850081256166914
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD,5,5,78,6,62,5,1.0,1.0,0.0,0.11202285984667264,0.09415361344153036,0.8492166219474065
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD,6,6,81,7,68,6,1.0,1.0,0.2857142857142857,0.09871164831475471,0.09463328334864145,0.8488617332432887
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD,9,9,49,7,36,2,1.0,1.0,0.0,0.1260024427623258,0.08463014656493727,0.8570674491308912
cicids2017,CICIDS-2017,0.8,2,Graph-CoLD,10,10,22,1,18,2,1.0,1.0,0.0,0.17656555607363875,0.12748564421963346,0.8733079769229234
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,1,1,317,31,138,5,0.0,0.0,0.41935483870967744,0.14575023415363655,0.0963823706689658,0.9716088328075709
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,3,3,246,24,106,3,0.0,0.0,0.5416666666666666,0.15968253719952305,0.10452394067945006,0.9634146341463414
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,4,4,216,21,96,2,0.0,0.0,0.7619047619047619,0.1611169970718184,0.0857989410745126,0.9907407407407407
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,5,5,325,32,126,1,0.0,0.0,0.59375,0.17959544997608323,0.0913045331839603,0.9815384615384616
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,6,6,177,17,79,1,0.0,0.0,0.4117647058823529,0.2548362549287416,0.10866866370053299,0.7344632768361582
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,7,7,216,21,86,7,0.0,0.0,0.5238095238095238,0.21563894203717193,0.12217747778168739,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,8,8,238,23,95,7,0.0,0.0,0.6521739130434783,0.1635677955398422,0.11264973191497395,0.957983193277311
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,10,10,216,21,84,3,0.0,0.0,0.7142857142857143,0.15308523961478754,0.1058102567655972,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,16,16,325,32,126,1,0.0,0.0,0.5625,0.15941168249254684,0.09480936400402079,0.9569230769230769
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,19,19,292,29,102,0,0.0,0.0,0.6551724137931034,0.17968518602015507,0.09078334812682916,0.9794520547945206
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,21,21,199,19,67,0,0.0,0.0,0.6842105263157895,0.2593832597954979,0.11022546427334791,0.8542713567839196
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,23,23,184,18,72,4,0.0,0.0,0.5555555555555556,0.24210251600161825,0.12972020821541932,0.8967391304347826
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,24,24,169,16,71,1,0.0,0.0,0.6875,0.21093013712451428,0.10849134946440804,0.9704142011834319
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,1,1,317,31,138,5,0.0,0.0,0.3870967741935484,0.14575023415363655,0.0963823706689658,0.9716088328075709
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,3,3,246,24,106,3,0.0,0.0,0.5833333333333334,0.15968253719952305,0.10452394067945006,0.9634146341463414
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,4,4,216,21,96,2,0.0,0.0,0.8095238095238095,0.1611169970718184,0.0857989410745126,0.9907407407407407
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,5,5,325,32,126,1,0.0,0.0,0.59375,0.17959544997608323,0.0913045331839603,0.9815384615384616
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,6,6,177,17,79,1,0.0,0.0,0.6470588235294118,0.2548362549287416,0.10866866370053299,0.9830508474576272
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,7,7,216,21,86,7,0.0,0.0,0.47619047619047616,0.21563894203717193,0.12217747778168739,0.9583333333333334
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,8,8,238,23,95,7,0.0,0.0,0.6086956521739131,0.1635677955398422,0.11264973191497395,0.957983193277311
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,10,10,216,21,84,3,0.0,0.0,0.7142857142857143,0.15308523961478754,0.1058102567655972,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,16,16,325,32,126,1,0.0,0.0,0.5625,0.15941168249254684,0.09480936400402079,0.9753846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,19,19,292,29,102,0,0.0,0.0,0.5517241379310345,0.17968518602015507,0.09078334812682916,0.9828767123287672
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,21,21,199,19,67,0,0.0,0.0,0.7894736842105263,0.2593832597954979,0.11022546427334791,0.9798994974874372
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,23,23,184,18,72,4,0.0,0.0,0.6111111111111112,0.24210251600161825,0.12972020821541932,0.9619565217391305
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,24,24,169,16,71,1,0.0,0.0,0.625,0.21093013712451428,0.10849134946440804,0.9704142011834319
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,1,1,317,31,138,5,1.0,1.0,0.4838709677419355,0.14575023415363655,0.0963823706689658,0.8481261359968741
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,3,3,246,24,106,3,1.0,1.0,0.6666666666666666,0.15968253719952305,0.10452394067945006,0.8429709610515608
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,4,4,216,21,96,2,1.0,1.0,0.6666666666666666,0.1611169970718184,0.0857989410745126,0.8594364347924893
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,5,5,325,32,126,1,1.0,1.0,0.53125,0.17959544997608323,0.0913045331839603,0.8556560149549722
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,6,6,177,17,79,1,1.0,1.0,0.6470588235294118,0.2548362549287416,0.10866866370053299,0.860121141827891
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,7,7,216,21,86,7,1.0,1.0,0.5714285714285714,0.21563894203717193,0.12217747778168739,0.8455608570042791
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,8,8,238,23,95,7,1.0,1.0,0.6086956521739131,0.1635677955398422,0.11264973191497395,0.8413255725689691
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,10,10,216,21,84,3,1.0,1.0,0.7142857142857143,0.15308523961478754,0.1058102567655972,0.8403460995267943
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,16,16,325,32,126,1,1.0,1.0,0.53125,0.15941168249254684,0.09480936400402079,0.8506756850473438
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,19,19,292,29,102,0,0.0,0.0,0.5862068965517241,0.17968518602015507,0.09078334812682916,0.8557784783804852
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,21,21,199,19,67,0,0.0,0.0,0.7894736842105263,0.2593832597954979,0.11022546427334791,0.8578448416991107
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,23,23,184,18,72,4,1.0,1.0,0.6111111111111112,0.24210251600161825,0.12972020821541932,0.847994217162369
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,24,24,169,16,71,1,1.0,1.0,0.625,0.21093013712451428,0.10849134946440804,0.8505243945190152
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,1,1,317,31,138,5,1.0,0.6,0.41935483870967744,0.14575023415363655,0.0963823706689658,0.8481261359968741
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,3,3,246,24,106,3,1.0,0.0,0.5416666666666666,0.15968253719952305,0.10452394067945006,0.8429709610515608
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,4,4,216,21,96,2,1.0,0.5,0.6666666666666666,0.1611169970718184,0.0857989410745126,0.8594364347924893
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,5,5,325,32,126,1,1.0,0.0,0.5625,0.17959544997608323,0.0913045331839603,0.8556560149549722
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,6,6,177,17,79,1,1.0,0.0,0.7647058823529411,0.2548362549287416,0.10866866370053299,0.860121141827891
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,7,7,216,21,86,7,1.0,0.14285714285714285,0.5238095238095238,0.21563894203717193,0.12217747778168739,0.8455608570042791
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,8,8,238,23,95,7,1.0,0.2857142857142857,0.6521739130434783,0.1635677955398422,0.11264973191497395,0.8413255725689691
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,10,10,216,21,84,3,1.0,0.6666666666666666,0.7142857142857143,0.15308523961478754,0.1058102567655972,0.8403460995267943
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,16,16,325,32,126,1,1.0,0.0,0.625,0.15941168249254684,0.09480936400402079,0.8506756850473438
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,19,19,292,29,102,0,0.0,0.0,0.5172413793103449,0.17968518602015507,0.09078334812682916,0.8557784783804852
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,21,21,199,19,67,0,0.0,0.0,0.6842105263157895,0.2593832597954979,0.11022546427334791,0.8578448416991107
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,23,23,184,18,72,4,1.0,0.5,0.6111111111111112,0.24210251600161825,0.12972020821541932,0.847994217162369
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,24,24,169,16,71,1,1.0,0.0,0.6875,0.21093013712451428,0.10849134946440804,0.8505243945190152
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,1,1,317,31,138,5,1.0,1.0,0.4838709677419355,0.14575023415363655,0.0963823706689658,0.8481261359968741
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,3,3,246,24,106,3,1.0,1.0,0.6666666666666666,0.15968253719952305,0.10452394067945006,0.8429709610515608
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,4,4,216,21,96,2,1.0,1.0,0.6666666666666666,0.1611169970718184,0.0857989410745126,0.8594364347924893
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,5,5,325,32,126,1,1.0,1.0,0.53125,0.17959544997608323,0.0913045331839603,0.8556560149549722
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,6,6,177,17,79,1,1.0,1.0,0.6470588235294118,0.2548362549287416,0.10866866370053299,0.860121141827891
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,7,7,216,21,86,7,1.0,1.0,0.5714285714285714,0.21563894203717193,0.12217747778168739,0.8455608570042791
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,8,8,238,23,95,7,1.0,1.0,0.6086956521739131,0.1635677955398422,0.11264973191497395,0.8413255725689691
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,10,10,216,21,84,3,1.0,1.0,0.7142857142857143,0.15308523961478754,0.1058102567655972,0.8403460995267943
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,16,16,325,32,126,1,1.0,1.0,0.53125,0.15941168249254684,0.09480936400402079,0.8506756850473438
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,19,19,292,29,102,0,0.0,0.0,0.5862068965517241,0.17968518602015507,0.09078334812682916,0.8557784783804852
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,21,21,199,19,67,0,0.0,0.0,0.7894736842105263,0.2593832597954979,0.11022546427334791,0.8578448416991107
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,23,23,184,18,72,4,1.0,1.0,0.6111111111111112,0.24210251600161825,0.12972020821541932,0.847994217162369
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD,24,24,169,16,71,1,1.0,1.0,0.625,0.21093013712451428,0.10849134946440804,0.8505243945190152
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,1,1,317,31,190,7,0.0,0.0,0.3548387096774194,0.12386443243117254,0.08846677834207357,0.9716088328075709
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,3,3,246,24,155,3,0.0,0.0,0.4166666666666667,0.12956506418225905,0.08076351781404396,0.9796747967479674
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,4,4,216,21,121,0,0.0,0.0,0.47619047619047616,0.14017803043453816,0.07905301068908781,0.9953703703703703
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,5,5,325,32,198,7,0.0,0.0,0.1875,0.14902516383964598,0.08775510990060341,0.9784615384615385
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,6,6,177,17,98,3,0.0,0.0,0.17647058823529413,0.21893670662937267,0.11146788901405161,0.8813559322033898
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,7,7,216,21,143,6,0.0,0.0,0.14285714285714285,0.1658188489870638,0.09816134123749849,0.9120370370370371
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,8,8,238,23,156,12,0.0,0.0,0.17391304347826086,0.12605732541689044,0.10552706245932811,0.9285714285714286
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,10,10,216,21,127,10,0.0,0.0,0.42857142857142855,0.12450784888211065,0.10450781365216386,0.9490740740740741
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,16,16,325,32,182,4,0.0,0.0,0.21875,0.1374518989106893,0.08409825009347406,0.9723076923076923
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,19,19,292,29,162,4,0.0,0.0,0.41379310344827586,0.15186509478429228,0.0849824015562542,0.9863013698630136
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,21,21,199,19,128,8,0.0,0.0,0.15789473684210525,0.19504480935090684,0.10912014103570597,0.8140703517587939
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,23,23,184,18,102,8,0.0,0.0,0.3888888888888889,0.20368745021657758,0.12265970727218212,0.8913043478260869
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,24,24,169,16,110,9,0.0,0.0,0.1875,0.1619667736480095,0.11878895181900104,0.8816568047337278
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,1,1,317,31,190,7,0.0,0.0,0.3225806451612903,0.12386443243117254,0.08846677834207357,0.9716088328075709
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,3,3,246,24,155,3,0.0,0.0,0.4166666666666667,0.12956506418225905,0.08076351781404396,0.9796747967479674
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,4,4,216,21,121,0,0.0,0.0,0.42857142857142855,0.14017803043453816,0.07905301068908781,0.9953703703703703
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,5,5,325,32,198,7,0.0,0.0,0.25,0.14902516383964598,0.08775510990060341,0.9784615384615385
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,6,6,177,17,98,3,0.0,0.0,0.35294117647058826,0.21893670662937267,0.11146788901405161,0.9717514124293786
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,7,7,216,21,143,6,0.0,0.0,0.23809523809523808,0.1658188489870638,0.09816134123749849,0.9722222222222222
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,8,8,238,23,156,12,0.0,0.0,0.08695652173913043,0.12605732541689044,0.10552706245932811,0.9495798319327731
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,10,10,216,21,127,10,0.0,0.0,0.38095238095238093,0.12450784888211065,0.10450781365216386,0.9490740740740741
