dataset,reported_as,tail_flip_rate,seed,method,tail_label,tail_label_name,train_tail_count,test_tail_count,train_tail_flipped_count,clean_suspicious_tail_count,clean_suspicious_tail_retained_rate,clean_suspicious_tail_recovery_rate,test_tail_recall,mean_tail_evidence,mean_tail_cdm,mean_tail_weight
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,16,16,325,32,182,4,0.0,0.0,0.21875,0.1374518989106893,0.08409825009347406,0.9846153846153847
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,19,19,292,29,162,4,0.0,0.0,0.4482758620689655,0.15186509478429228,0.0849824015562542,0.9863013698630136
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,21,21,199,19,128,8,0.0,0.0,0.42105263157894735,0.19504480935090684,0.10912014103570597,0.9597989949748744
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,23,23,184,18,102,8,0.0,0.0,0.2777777777777778,0.20368745021657758,0.12265970727218212,0.9565217391304348
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,24,24,169,16,110,9,0.0,0.0,0.25,0.1619667736480095,0.11878895181900104,0.9408284023668639
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,1,1,317,31,190,7,1.0,1.0,0.41935483870967744,0.12386443243117254,0.08846677834207357,0.8503424021930928
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,3,3,246,24,155,3,1.0,1.0,0.4583333333333333,0.12956506418225905,0.08076351781404396,0.8562134738821724
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,4,4,216,21,121,0,0.0,0.0,0.42857142857142855,0.14017803043453816,0.07905301068908781,0.8607258536614879
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,5,5,325,32,198,7,1.0,1.0,0.21875,0.14902516383964598,0.08775510990060341,0.8560492023311973
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,6,6,177,17,98,3,1.0,1.0,0.47058823529411764,0.21893670662937267,0.11146788901405161,0.8536311414112118
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,7,7,216,21,143,6,1.0,1.0,0.23809523809523808,0.1658188489870638,0.09816134123749849,0.8561028762747745
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,8,8,238,23,156,12,1.0,1.0,0.21739130434782608,0.12605732541689044,0.10552706245932811,0.8428750845014504
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,10,10,216,21,127,10,1.0,1.0,0.5238095238095238,0.12450784888211065,0.10450781365216386,0.841886698651682
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,16,16,325,32,182,4,1.0,1.0,0.21875,0.1374518989106893,0.08409825009347406,0.8570517316400723
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,19,19,292,29,162,4,1.0,1.0,0.4827586206896552,0.15186509478429228,0.0849824015562542,0.8585551839166052
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,21,21,199,19,128,8,1.0,1.0,0.3684210526315789,0.19504480935090684,0.10912014103570597,0.8529497145182166
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,23,23,184,18,102,8,1.0,1.0,0.3333333333333333,0.20368745021657758,0.12265970727218212,0.8487963781906948
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,24,24,169,16,110,9,1.0,1.0,0.25,0.1619667736480095,0.11878895181900104,0.8423121562279162
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,1,1,317,31,190,7,1.0,0.0,0.2903225806451613,0.12386443243117254,0.08846677834207357,0.8503424021930928
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,3,3,246,24,155,3,1.0,0.0,0.4166666666666667,0.12956506418225905,0.08076351781404396,0.8562134738821724
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,4,4,216,21,121,0,0.0,0.0,0.42857142857142855,0.14017803043453816,0.07905301068908781,0.8607258536614879
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,5,5,325,32,198,7,1.0,0.0,0.1875,0.14902516383964598,0.08775510990060341,0.8560492023311973
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,6,6,177,17,98,3,1.0,0.0,0.29411764705882354,0.21893670662937267,0.11146788901405161,0.8536311414112118
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,7,7,216,21,143,6,1.0,0.0,0.2857142857142857,0.1658188489870638,0.09816134123749849,0.8561028762747745
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,8,8,238,23,156,12,1.0,0.08333333333333333,0.17391304347826086,0.12605732541689044,0.10552706245932811,0.8428750845014504
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,10,10,216,21,127,10,1.0,0.1,0.3333333333333333,0.12450784888211065,0.10450781365216386,0.841886698651682
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,16,16,325,32,182,4,1.0,0.0,0.25,0.1374518989106893,0.08409825009347406,0.8570517316400723
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,19,19,292,29,162,4,1.0,0.25,0.4827586206896552,0.15186509478429228,0.0849824015562542,0.8585551839166052
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,21,21,199,19,128,8,1.0,0.0,0.42105263157894735,0.19504480935090684,0.10912014103570597,0.8529497145182166
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,23,23,184,18,102,8,1.0,0.0,0.3888888888888889,0.20368745021657758,0.12265970727218212,0.8487963781906948
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,24,24,169,16,110,9,1.0,0.0,0.125,0.1619667736480095,0.11878895181900104,0.8423121562279162
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,1,1,317,31,190,7,1.0,1.0,0.41935483870967744,0.12386443243117254,0.08846677834207357,0.8503424021930928
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,3,3,246,24,155,3,1.0,1.0,0.4583333333333333,0.12956506418225905,0.08076351781404396,0.8562134738821724
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,4,4,216,21,121,0,0.0,0.0,0.42857142857142855,0.14017803043453816,0.07905301068908781,0.8607258536614879
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,5,5,325,32,198,7,1.0,1.0,0.21875,0.14902516383964598,0.08775510990060341,0.8560492023311973
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,6,6,177,17,98,3,1.0,1.0,0.47058823529411764,0.21893670662937267,0.11146788901405161,0.8536311414112118
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,7,7,216,21,143,6,1.0,1.0,0.23809523809523808,0.1658188489870638,0.09816134123749849,0.8561028762747745
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,8,8,238,23,156,12,1.0,1.0,0.21739130434782608,0.12605732541689044,0.10552706245932811,0.8428750845014504
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,10,10,216,21,127,10,1.0,1.0,0.5238095238095238,0.12450784888211065,0.10450781365216386,0.841886698651682
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,16,16,325,32,182,4,1.0,1.0,0.21875,0.1374518989106893,0.08409825009347406,0.8570517316400723
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,19,19,292,29,162,4,1.0,1.0,0.4827586206896552,0.15186509478429228,0.0849824015562542,0.8585551839166052
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,21,21,199,19,128,8,1.0,1.0,0.3684210526315789,0.19504480935090684,0.10912014103570597,0.8529497145182166
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,23,23,184,18,102,8,1.0,1.0,0.3333333333333333,0.20368745021657758,0.12265970727218212,0.8487963781906948
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD,24,24,169,16,110,9,1.0,1.0,0.25,0.1619667736480095,0.11878895181900104,0.8423121562279162
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,1,1,317,31,255,14,0.0,0.0,0.0967741935483871,0.08026483915055777,0.07653294113343952,0.9558359621451105
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,3,3,246,24,194,13,0.0,0.0,0.08333333333333333,0.08791759346595736,0.08665628957302086,0.9471544715447154
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,4,4,216,21,176,10,0.0,0.0,0.0,0.08236952148156135,0.07888222316000884,0.9212962962962963
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,5,5,325,32,267,18,0.0,0.0,0.0625,0.09838417149588079,0.08492503372805625,0.9415384615384615
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,6,6,177,17,145,15,0.0,0.0,0.0,0.1360074168573864,0.11333027182836838,0.8192090395480226
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,7,7,216,21,167,10,0.0,0.0,0.09523809523809523,0.121191037073827,0.08889993395560201,0.9212962962962963
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,8,8,238,23,191,10,0.0,0.0,0.043478260869565216,0.08488515504838777,0.07614308592121598,0.9369747899159664
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,10,10,216,21,174,14,0.0,0.0,0.19047619047619047,0.07631945008680789,0.09000574391193557,0.9351851851851852
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,16,16,325,32,267,19,0.0,0.0,0.09375,0.0853116406271406,0.08641145646964916,0.9353846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,19,19,292,29,240,9,0.0,0.0,0.034482758620689655,0.093819936082956,0.0707362165840757,0.9657534246575342
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,21,21,199,19,154,12,0.0,0.0,0.0,0.14255455067226241,0.10228238252676841,0.8542713567839196
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,23,23,184,18,136,6,0.0,0.0,0.1111111111111111,0.14262873147243998,0.09940750146750052,0.842391304347826
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,24,24,169,16,130,4,0.0,0.0,0.0,0.11558714030634148,0.07374819646545133,0.8757396449704142
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,1,1,317,31,255,14,0.0,0.0,0.0967741935483871,0.08026483915055777,0.07653294113343952,0.9558359621451105
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,3,3,246,24,194,13,0.0,0.0,0.08333333333333333,0.08791759346595736,0.08665628957302086,0.9471544715447154
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,4,4,216,21,176,10,0.0,0.0,0.0,0.08236952148156135,0.07888222316000884,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,5,5,325,32,267,18,0.0,0.0,0.0625,0.09838417149588079,0.08492503372805625,0.9446153846153846
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,6,6,177,17,145,15,0.0,0.0,0.11764705882352941,0.1360074168573864,0.11333027182836838,0.9152542372881356
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,7,7,216,21,167,10,0.0,0.0,0.0,0.121191037073827,0.08889993395560201,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,8,8,238,23,191,10,0.0,0.0,0.13043478260869565,0.08488515504838777,0.07614308592121598,0.957983193277311
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,10,10,216,21,174,14,0.0,0.0,0.19047619047619047,0.07631945008680789,0.09000574391193557,0.9351851851851852
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,16,16,325,32,267,19,0.0,0.0,0.125,0.0853116406271406,0.08641145646964916,0.9384615384615385
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,19,19,292,29,240,9,0.0,0.0,0.0,0.093819936082956,0.0707362165840757,0.9657534246575342
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,21,21,199,19,154,12,0.0,0.0,0.0,0.14255455067226241,0.10228238252676841,0.9396984924623115
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,23,23,184,18,136,6,0.0,0.0,0.2222222222222222,0.14262873147243998,0.09940750146750052,0.9510869565217391
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,24,24,169,16,130,4,0.0,0.0,0.0625,0.11558714030634148,0.07374819646545133,0.9763313609467456
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,1,1,317,31,255,14,1.0,1.0,0.12903225806451613,0.08026483915055777,0.07653294113343952,0.8506075307429225
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,3,3,246,24,194,13,1.0,1.0,0.08333333333333333,0.08791759346595736,0.08665628957302086,0.8468545506069663
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,4,4,216,21,176,10,1.0,1.0,0.047619047619047616,0.08236952148156135,0.07888222316000884,0.8517444889780676
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,5,5,325,32,267,18,1.0,1.0,0.09375,0.09838417149588079,0.08492503372805625,0.8490065928838832
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,6,6,177,17,145,15,1.0,1.0,0.11764705882352941,0.1360074168573864,0.11333027182836838,0.8455468666022711
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,7,7,216,21,167,10,1.0,1.0,0.047619047619047616,0.121191037073827,0.08889993395560201,0.8518502099056673
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,8,8,238,23,191,10,1.0,1.0,0.21739130434782608,0.08488515504838777,0.07614308592121598,0.853126228410268
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,10,10,216,21,174,14,1.0,1.0,0.23809523809523808,0.07631945008680789,0.09000574391193557,0.8444219858283889
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,16,16,325,32,267,19,1.0,1.0,0.09375,0.0853116406271406,0.08641145646964916,0.8456855168445061
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,19,19,292,29,240,9,1.0,1.0,0.0,0.093819936082956,0.0707362165840757,0.8566026529321609
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,21,21,199,19,154,12,1.0,1.0,0.21052631578947367,0.14255455067226241,0.10228238252676841,0.8499067493200171
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,23,23,184,18,136,6,1.0,1.0,0.2777777777777778,0.14262873147243998,0.09940750146750052,0.850792545614971
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,24,24,169,16,130,4,1.0,1.0,0.0625,0.11558714030634148,0.07374819646545133,0.8604735209800537
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,1,1,317,31,255,14,1.0,0.0,0.12903225806451613,0.08026483915055777,0.07653294113343952,0.8506075307429225
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,3,3,246,24,194,13,1.0,0.0,0.08333333333333333,0.08791759346595736,0.08665628957302086,0.8468545506069663
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,4,4,216,21,176,10,1.0,0.0,0.047619047619047616,0.08236952148156135,0.07888222316000884,0.8517444889780676
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,5,5,325,32,267,18,1.0,0.0,0.09375,0.09838417149588079,0.08492503372805625,0.8490065928838832
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,6,6,177,17,145,15,1.0,0.0,0.17647058823529413,0.1360074168573864,0.11333027182836838,0.8455468666022711
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,7,7,216,21,167,10,1.0,0.0,0.047619047619047616,0.121191037073827,0.08889993395560201,0.8518502099056673
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,8,8,238,23,191,10,1.0,0.1,0.08695652173913043,0.08488515504838777,0.07614308592121598,0.853126228410268
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,10,10,216,21,174,14,1.0,0.07142857142857142,0.19047619047619047,0.07631945008680789,0.09000574391193557,0.8444219858283889
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,16,16,325,32,267,19,1.0,0.0,0.125,0.0853116406271406,0.08641145646964916,0.8456855168445061
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,19,19,292,29,240,9,1.0,0.0,0.0,0.093819936082956,0.0707362165840757,0.8566026529321609
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,21,21,199,19,154,12,1.0,0.0,0.0,0.14255455067226241,0.10228238252676841,0.8499067493200171
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,23,23,184,18,136,6,1.0,0.0,0.2777777777777778,0.14262873147243998,0.09940750146750052,0.850792545614971
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-semisup,24,24,169,16,130,4,1.0,0.0,0.0625,0.11558714030634148,0.07374819646545133,0.8604735209800537
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,1,1,317,31,255,14,1.0,1.0,0.12903225806451613,0.08026483915055777,0.07653294113343952,0.8506075307429225
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,3,3,246,24,194,13,1.0,1.0,0.08333333333333333,0.08791759346595736,0.08665628957302086,0.8468545506069663
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,4,4,216,21,176,10,1.0,1.0,0.047619047619047616,0.08236952148156135,0.07888222316000884,0.8517444889780676
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,5,5,325,32,267,18,1.0,1.0,0.09375,0.09838417149588079,0.08492503372805625,0.8490065928838832
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,6,6,177,17,145,15,1.0,1.0,0.11764705882352941,0.1360074168573864,0.11333027182836838,0.8455468666022711
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,7,7,216,21,167,10,1.0,1.0,0.047619047619047616,0.121191037073827,0.08889993395560201,0.8518502099056673
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,8,8,238,23,191,10,1.0,1.0,0.21739130434782608,0.08488515504838777,0.07614308592121598,0.853126228410268
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,10,10,216,21,174,14,1.0,1.0,0.23809523809523808,0.07631945008680789,0.09000574391193557,0.8444219858283889
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,16,16,325,32,267,19,1.0,1.0,0.09375,0.0853116406271406,0.08641145646964916,0.8456855168445061
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,19,19,292,29,240,9,1.0,1.0,0.0,0.093819936082956,0.0707362165840757,0.8566026529321609
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,21,21,199,19,154,12,1.0,1.0,0.21052631578947367,0.14255455067226241,0.10228238252676841,0.8499067493200171
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,23,23,184,18,136,6,1.0,1.0,0.2777777777777778,0.14262873147243998,0.09940750146750052,0.850792545614971
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD,24,24,169,16,130,4,1.0,1.0,0.0625,0.11558714030634148,0.07374819646545133,0.8604735209800537
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,1,1,317,31,122,1,0.0,0.0,0.6129032258064516,0.13431042498456183,0.0923726856764637,0.9684542586750788
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,3,3,246,24,93,1,0.0,0.0,0.7916666666666666,0.15727915221135896,0.08823634109546306,0.9796747967479674
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,4,4,216,21,88,3,0.0,0.0,0.6190476190476191,0.16531038252822827,0.10231565664401429,0.9722222222222222
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,5,5,325,32,118,1,0.0,0.0,0.6875,0.14025800904528807,0.09558629148597628,0.9661538461538461
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,6,6,177,17,83,1,0.0,0.0,0.0,0.19117712007625143,0.09615104877696949,0.4576271186440678
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,7,7,216,21,94,3,0.0,0.0,0.42857142857142855,0.1710458207076643,0.10992086455633136,0.9629629629629629
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,8,8,238,23,98,2,0.0,0.0,0.5652173913043478,0.15655589319057414,0.09698233603625,0.9747899159663865
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,10,10,216,21,85,5,0.0,0.0,0.5714285714285714,0.16432551405393933,0.10675287897090496,0.9583333333333334
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,16,16,325,32,123,3,0.0,0.0,0.53125,0.13632202876874266,0.08648648969737256,0.9723076923076923
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,19,19,292,29,128,2,0.0,0.0,0.41379310344827586,0.14408820669032307,0.08335819623005977,0.9863013698630136
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,21,21,199,19,72,1,0.0,0.0,0.8421052631578947,0.1933860647983513,0.09811984548114377,0.9748743718592965
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,23,23,184,18,78,5,0.0,0.0,0.5,0.1892375211022869,0.1152251419800784,0.9510869565217391
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,CoLD,24,24,169,16,66,1,0.0,0.0,0.4375,0.19737061808518266,0.08525351671149964,0.9822485207100592
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,1,1,317,31,122,1,0.0,0.0,0.4838709677419355,0.13431042498456183,0.0923726856764637,0.9684542586750788
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,3,3,246,24,93,1,0.0,0.0,0.6666666666666666,0.15727915221135896,0.08823634109546306,0.9796747967479674
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,4,4,216,21,88,3,0.0,0.0,0.5714285714285714,0.16531038252822827,0.10231565664401429,0.9722222222222222
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,5,5,325,32,118,1,0.0,0.0,0.71875,0.14025800904528807,0.09558629148597628,0.9661538461538461
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,6,6,177,17,83,1,0.0,0.0,0.35294117647058826,0.19117712007625143,0.09615104877696949,0.9830508474576272
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,7,7,216,21,94,3,0.0,0.0,0.38095238095238093,0.1710458207076643,0.10992086455633136,0.9629629629629629
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,8,8,238,23,98,2,0.0,0.0,0.6086956521739131,0.15655589319057414,0.09698233603625,0.9747899159663865
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,10,10,216,21,85,5,0.0,0.0,0.5714285714285714,0.16432551405393933,0.10675287897090496,0.9583333333333334
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,16,16,325,32,123,3,0.0,0.0,0.46875,0.13632202876874266,0.08648648969737256,0.9753846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,19,19,292,29,128,2,0.0,0.0,0.3793103448275862,0.14408820669032307,0.08335819623005977,0.9863013698630136
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,21,21,199,19,72,1,0.0,0.0,0.8421052631578947,0.1933860647983513,0.09811984548114377,0.9748743718592965
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,23,23,184,18,78,5,0.0,0.0,0.5,0.1892375211022869,0.1152251419800784,0.9619565217391305
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,ablation_hard,24,24,169,16,66,1,0.0,0.0,0.375,0.19737061808518266,0.08525351671149964,0.9940828402366864
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,1,1,317,31,122,1,1.0,1.0,0.5483870967741935,0.13431042498456183,0.0923726856764637,0.8455009078895083
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,3,3,246,24,93,1,1.0,1.0,0.6666666666666666,0.15727915221135896,0.08823634109546306,0.8536919686317058
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,4,4,216,21,88,3,1.0,1.0,0.6190476190476191,0.16531038252822827,0.10231565664401429,0.8482986282099114
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,5,5,325,32,118,1,1.0,1.0,0.6875,0.14025800904528807,0.09558629148597628,0.8440971141179473
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,6,6,177,17,83,1,1.0,1.0,0.29411764705882354,0.19117712007625143,0.09615104877696949,0.8569996061756544
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,7,7,216,21,94,3,1.0,1.0,0.47619047619047616,0.1710458207076643,0.10992086455633136,0.8427433049906079
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,8,8,238,23,98,2,1.0,1.0,0.5652173913043478,0.15655589319057414,0.09698233603625,0.8490014757885723
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,10,10,216,21,85,5,1.0,1.0,0.5714285714285714,0.16432551405393933,0.10675287897090496,0.8430228226449198
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,16,16,325,32,123,3,1.0,1.0,0.53125,0.13632202876874266,0.08648648969737256,0.8511238919978918
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,19,19,292,29,128,2,1.0,1.0,0.4827586206896552,0.14408820669032307,0.08335819623005977,0.8581345499584304
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,21,21,199,19,72,1,1.0,1.0,0.8947368421052632,0.1933860647983513,0.09811984548114377,0.8529889747905343
cesnet_tls_year22,CESNET-TLS-Year22,0.4,1,Graph-CoLD-soft,23,23,184,18,78,5,1.0,1.0,0.5,0.1892375211022869,0.1152251419800784,0.8455044285677762
