dataset,reported_as,audit_scope,leakage_removed,exact_duplicate_train_rows_removed,near_duplicate_graph_edges_removed,noise_type,noise_rate,graph_beta,seed,method,macro_f1,fpr,fnr,err,err_tail,err_final,mean_weight,retained_fraction,retained_fraction_clean_informative,runtime_sec
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,asymmetric,0.1,none,1,ablation_hard,0.8632670677048379,0.0140485312899106,0.08741815607857016,0.9420748249280608,0.9122627985708693,0.9271688117494651,0.9591909155429382,0.9591909155429382,0.9795275590551181,0.06302880001021549
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,asymmetric,0.2,none,1,Graph-CoLD,0.7193585163474074,0.010217113665389528,0.2735798973632985,0.9266670683928816,0.8607635438384826,0.8937153061156822,0.9631198009822399,0.9723207948899929,0.975177304964539,0.0656827999628149
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,asymmetric,0.2,none,1,CoLD,0.505128908570544,0.0008514261387824606,0.28366660768005664,0.717709904771089,0.3840882858527857,0.5508990953119374,0.9623846699787083,0.9623846699787083,0.925531914893617,0.06313379999483004
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,asymmetric,0.2,none,1,ablation_hard,0.7350314877144805,0.008514261387824606,0.27641125464519556,0.9266670683928816,0.8607635438384826,0.8937153061156822,0.9723207948899929,0.9723207948899929,0.975177304964539,0.06667869997909293
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,asymmetric,0.4,none,1,Graph-CoLD,0.44909710364142724,0.0017028522775649213,0.6625376039639002,0.8662757787823591,0.7432606468893627,0.8047682128358609,0.9676394214039887,0.9772888573456352,0.9361702127659575,0.0763382000150159
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,asymmetric,0.4,none,1,CoLD,0.29254256647051147,0.0021285653469561515,0.673155193771014,0.6616176226426494,0.22185020186010418,0.4417339122513768,0.9673527324343506,0.9673527324343506,0.8699763593380615,0.0726097000297159
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,asymmetric,0.4,none,1,ablation_hard,0.43726435125349744,0.002554278416347382,0.6639532826048486,0.8662757787823591,0.7432606468893627,0.8047682128358609,0.9772888573456352,0.9772888573456352,0.9361702127659575,0.07699420000426471
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,asymmetric,0.6,none,1,Graph-CoLD,0.07777971447558615,0.0,0.9612457972040347,0.4520380234683332,0.0,0.2260190117341666,0.9497043618894242,0.9591909155429382,0.5921985815602837,0.0759340999647975
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,asymmetric,0.6,none,1,CoLD,0.05768105825309155,0.0008514261387824606,0.9722173066713856,0.32538875201811485,0.0,0.16269437600905742,0.9492547906316536,0.9492547906316536,0.4929078014184397,0.06540309998672456
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,asymmetric,0.6,none,1,ablation_hard,0.07347063091030553,0.0004257130693912303,0.960714917713679,0.4520380234683332,0.0,0.2260190117341666,0.9591909155429382,0.9591909155429382,0.5921985815602837,0.06780129997059703
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,graph_consistency,0.1,0.0,1,Graph-CoLD,0.863387033510802,0.018731375053214133,0.015395505220314989,0.9515142898319594,0.9195811688688479,0.9355477293504036,0.8894818970599562,0.897444996451384,0.9779527559055118,0.06291159999091178
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,graph_consistency,0.1,0.0,1,CoLD,0.8152607068677287,0.022137079608343976,0.01999646080339763,0.8128201772492691,0.6226692475225116,0.7177447123858904,0.8882185947480482,0.8882185947480482,0.9433070866141732,0.06604190001962706
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,graph_consistency,0.1,0.0,1,ablation_hard,0.86268345272242,0.022988505747126436,0.013271987258892231,0.9515142898319594,0.9195811688688479,0.9355477293504036,0.897444996451384,0.897444996451384,0.9779527559055118,0.06595049996394664
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,graph_consistency,0.1,0.6,1,Graph-CoLD,0.7268049269071355,0.06598552575564069,0.06459033799327553,0.9946186925955074,1.0,0.9973093462977537,0.9427032443068822,0.9513839602555003,0.9968503937007874,0.06456830003298819
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,graph_consistency,0.1,0.6,1,CoLD,0.6540095735334247,0.05789697743720732,0.06653689612457972,0.8590907481991158,0.6587491995350993,0.7589199738671075,0.9418026969481902,0.9418026969481902,0.9700787401574803,0.06515260000014678
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,graph_consistency,0.1,0.6,1,ablation_hard,0.7331524022970299,0.06768837803320563,0.06175898071137852,0.9946186925955074,1.0,0.9973093462977537,0.9513839602555003,0.9513839602555003,0.9968503937007874,0.07845540001289919
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,graph_consistency,0.2,0.0,1,Graph-CoLD,0.7889335990936247,0.023839931885908897,0.01645726420102637,0.959082273436093,0.9326899046102618,0.9458860890231774,0.8175397917638899,0.8243435060326473,0.9787234042553191,0.07848020002711564
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,graph_consistency,0.2,0.0,1,CoLD,0.7579569229599534,0.02724563644103874,0.024243496726243142,0.8295718255297155,0.6880647296121699,0.7588182775709427,0.8158268275372604,0.8158268275372604,0.9397163120567376,0.06615090003469959
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,graph_consistency,0.2,0.0,1,ablation_hard,0.7763603666095911,0.031077054065559814,0.01645726420102637,0.959082273436093,0.9326899046102618,0.9458860890231774,0.8243435060326473,0.8243435060326473,0.9787234042553191,0.07269499998074025
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,graph_consistency,0.2,0.6,1,Graph-CoLD,0.5667349253967109,0.09663686675180928,0.11396213059635463,1.0,1.0,1.0,0.9047060603413473,0.9127040454222853,1.0,0.07314609998138621
cicids2017,CICIDS-2017,real_stratified_train_3000_dedup_2818_test_8000,True,182,246,graph_consistency,0.2,0.6,1,CoLD,0.5290469793597216,0.09450830140485313,0.11891700583967439,0.9137273823469251,0.7120758253477972,0.8129016038473611,0.9034776437189496,0.9034776437189496,0.9822695035460993,0.06623229995602742
