dataset,reported_as,tail_flip_rate,seed,method,tail_label,tail_label_name,train_tail_count,test_tail_count,train_tail_flipped_count,clean_suspicious_tail_count,clean_suspicious_tail_recovery_rate,clean_suspicious_tail_retained_rate,test_tail_recall,mean_tail_evidence,mean_tail_cdm,mean_tail_weight
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,3,3,246,123,146,2,0.0,1.0,0.3333333333333333,0.13034310426774726,0.07906030912058905,0.8599655961854143
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,4,4,216,108,139,10,0.0,1.0,0.21296296296296297,0.12945061056847468,0.10213419835810093,0.8458552214602262
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,5,5,325,162,187,5,0.0,1.0,0.30864197530864196,0.12416186594288275,0.09023166756828083,0.8491781011257252
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,6,6,177,89,99,0,0.0,0.0,0.4157303370786517,0.17503253926766937,0.08997249286325726,0.8592105941123939
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,7,7,216,108,123,6,0.16666666666666666,1.0,0.32407407407407407,0.15178412077105866,0.09905388496662754,0.8501502396553783
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,8,8,238,119,152,12,0.0,1.0,0.17647058823529413,0.12571547481177678,0.10625766308754703,0.8410961424757878
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,10,10,216,108,132,9,0.0,1.0,0.21296296296296297,0.13339116432455575,0.10223642710322928,0.8467480275561875
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,16,16,325,162,197,4,0.0,1.0,0.35185185185185186,0.11943009557132878,0.07965658849845685,0.8570159401603895
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,19,19,292,146,180,7,0.14285714285714285,1.0,0.2328767123287671,0.12289773811800134,0.08860500056675161,0.8515682975575081
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,21,21,199,99,108,7,0.0,1.0,0.3434343434343434,0.17007136642539755,0.10719538072637848,0.8497263863740998
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,23,23,184,92,119,10,0.0,1.0,0.17391304347826086,0.1519169856628156,0.11824031996676629,0.841320510409111
cesnet_tls_year22,CESNET-TLS-Year22,0.6,3,Graph-CoLD-semisup,24,24,169,84,99,4,0.0,1.0,0.40476190476190477,0.16328045178114373,0.0963839649686508,0.8559132221113992
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,1,1,317,159,255,11,0.0,0.0,0.11320754716981132,0.07151280839483688,0.06837569854898516,0.9652996845425867
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,3,3,246,123,200,13,0.0,0.0,0.056910569105691054,0.07735708802872997,0.0801439313572623,0.9471544715447154
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,4,4,216,108,178,9,0.0,0.0,0.0,0.07861610998870436,0.07192205964258268,0.8240740740740741
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,5,5,325,162,264,20,0.0,0.0,0.043209876543209874,0.07508936038547126,0.08729208712958318,0.9353846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,6,6,177,89,146,10,0.0,0.0,0.0,0.09829320298167268,0.08310448142546156,0.8248587570621468
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,7,7,216,108,174,10,0.0,0.0,0.018518518518518517,0.09016114102473283,0.0810229555947511,0.8796296296296297
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,8,8,238,119,190,11,0.0,0.0,0.12605042016806722,0.08180712637005673,0.07695389382570185,0.9537815126050421
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,10,10,216,108,165,7,0.0,0.0,0.12962962962962962,0.08923224707337925,0.07469818195604754,0.9675925925925926
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,16,16,325,162,254,18,0.0,0.0,0.07407407407407407,0.07969997652108254,0.08593463205234739,0.9446153846153846
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,19,19,292,146,242,12,0.0,0.0,0.0273972602739726,0.07326661916531334,0.07125337895610197,0.958904109589041
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,21,21,199,99,147,12,0.0,0.0,0.050505050505050504,0.11274571839227908,0.09915307206429298,0.9396984924623115
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,23,23,184,92,142,12,0.0,0.0,0.05434782608695652,0.10547232949427243,0.1008841873834525,0.8641304347826086
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,CoLD,24,24,169,84,139,11,0.0,0.0,0.0,0.09276316644686976,0.09654722361898456,0.8165680473372781
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,1,1,317,159,255,11,0.0,0.0,0.11949685534591195,0.07151280839483688,0.06837569854898516,0.9652996845425867
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,3,3,246,123,200,13,0.0,0.0,0.04878048780487805,0.07735708802872997,0.0801439313572623,0.9471544715447154
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,4,4,216,108,178,9,0.0,0.0,0.08333333333333333,0.07861610998870436,0.07192205964258268,0.9583333333333334
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,5,5,325,162,264,20,0.0,0.0,0.05555555555555555,0.07508936038547126,0.08729208712958318,0.9353846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,6,6,177,89,146,10,0.0,0.0,0.12359550561797752,0.09829320298167268,0.08310448142546156,0.943502824858757
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,7,7,216,108,174,10,0.0,0.0,0.027777777777777776,0.09016114102473283,0.0810229555947511,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,8,8,238,119,190,11,0.0,0.0,0.11764705882352941,0.08180712637005673,0.07695389382570185,0.9537815126050421
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,10,10,216,108,165,7,0.0,0.0,0.10185185185185185,0.08923224707337925,0.07469818195604754,0.9675925925925926
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,16,16,325,162,254,18,0.0,0.0,0.06790123456790123,0.07969997652108254,0.08593463205234739,0.9446153846153846
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,19,19,292,146,242,12,0.0,0.0,0.0410958904109589,0.07326661916531334,0.07125337895610197,0.958904109589041
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,21,21,199,99,147,12,0.0,0.0,0.06060606060606061,0.11274571839227908,0.09915307206429298,0.9396984924623115
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,23,23,184,92,142,12,0.0,0.0,0.13043478260869565,0.10547232949427243,0.1008841873834525,0.9347826086956522
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,ablation_hard,24,24,169,84,139,11,0.0,0.0,0.09523809523809523,0.09276316644686976,0.09654722361898456,0.9289940828402367
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,1,1,317,159,255,11,1.0,1.0,0.1509433962264151,0.07151280839483688,0.06837569854898516,0.8547943307613991
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,3,3,246,123,200,13,1.0,1.0,0.07317073170731707,0.07735708802872997,0.0801439313572623,0.849887143582202
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,4,4,216,108,178,9,1.0,1.0,0.1111111111111111,0.07861610998870436,0.07192205964258268,0.8557453201205013
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,5,5,325,162,264,20,1.0,1.0,0.06790123456790123,0.07508936038547126,0.08729208712958318,0.8430495648255122
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,6,6,177,89,146,10,1.0,1.0,0.15730337078651685,0.09829320298167268,0.08310448142546156,0.8543736048226307
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,7,7,216,108,174,10,1.0,1.0,0.05555555555555555,0.09016114102473283,0.0810229555947511,0.8525175793488365
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,8,8,238,119,190,11,1.0,1.0,0.17647058823529413,0.08180712637005673,0.07695389382570185,0.8522562137960232
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,10,10,216,108,165,7,1.0,1.0,0.1574074074074074,0.08923224707337925,0.07469818195604754,0.8551778888028951
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,16,16,325,162,254,18,1.0,1.0,0.10493827160493827,0.07969997652108254,0.08593463205234739,0.8461083646426043
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,19,19,292,146,242,12,1.0,1.0,0.04794520547945205,0.07326661916531334,0.07125337895610197,0.8540757099941525
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,21,21,199,99,147,12,1.0,1.0,0.0707070707070707,0.11274571839227908,0.09915307206429298,0.8444990708379143
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,23,23,184,92,142,12,1.0,1.0,0.15217391304347827,0.10547232949427243,0.1008841873834525,0.8440336459173899
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-soft,24,24,169,84,139,11,1.0,1.0,0.16666666666666666,0.09276316644686976,0.09654722361898456,0.8456288504059262
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,1,1,317,159,255,11,0.0,1.0,0.1069182389937107,0.07151280839483688,0.06837569854898516,0.8547943307613991
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,3,3,246,123,200,13,0.0,1.0,0.056910569105691054,0.07735708802872997,0.0801439313572623,0.849887143582202
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,4,4,216,108,178,9,0.0,1.0,0.09259259259259259,0.07861610998870436,0.07192205964258268,0.8557453201205013
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,5,5,325,162,264,20,0.0,1.0,0.04938271604938271,0.07508936038547126,0.08729208712958318,0.8430495648255122
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,6,6,177,89,146,10,0.0,1.0,0.0898876404494382,0.09829320298167268,0.08310448142546156,0.8543736048226307
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,7,7,216,108,174,10,0.0,1.0,0.037037037037037035,0.09016114102473283,0.0810229555947511,0.8525175793488365
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,8,8,238,119,190,11,0.0,1.0,0.13445378151260504,0.08180712637005673,0.07695389382570185,0.8522562137960232
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,10,10,216,108,165,7,0.0,1.0,0.1388888888888889,0.08923224707337925,0.07469818195604754,0.8551778888028951
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,16,16,325,162,254,18,0.0,1.0,0.07407407407407407,0.07969997652108254,0.08593463205234739,0.8461083646426043
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,19,19,292,146,242,12,0.0,1.0,0.0410958904109589,0.07326661916531334,0.07125337895610197,0.8540757099941525
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,21,21,199,99,147,12,0.0,1.0,0.08080808080808081,0.11274571839227908,0.09915307206429298,0.8444990708379143
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,23,23,184,92,142,12,0.0,1.0,0.14130434782608695,0.10547232949427243,0.1008841873834525,0.8440336459173899
cesnet_tls_year22,CESNET-TLS-Year22,0.8,3,Graph-CoLD-semisup,24,24,169,84,139,11,0.0,1.0,0.08333333333333333,0.09276316644686976,0.09654722361898456,0.8456288504059262
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,1,1,317,159,132,2,0.0,0.0,0.6163522012578616,0.1853172012049976,0.09852469339662087,0.9779179810725552
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,3,3,246,123,93,2,0.0,0.0,0.6829268292682927,0.21867814979969533,0.10628631002408227,0.975609756097561
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,4,4,216,108,83,0,0.0,0.0,0.5277777777777778,0.2334795161729518,0.10287966112637986,0.9814814814814815
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,5,5,325,162,137,3,0.3333333333333333,0.0,0.6111111111111112,0.1930624794894176,0.10217417885842775,0.9723076923076923
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,6,6,177,89,70,0,0.0,0.0,0.6292134831460674,0.2861042369414879,0.12668730905656217,0.9152542372881356
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,7,7,216,108,81,0,0.0,0.0,0.5925925925925926,0.25117561223539053,0.10499929239272744,0.9907407407407407
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,8,8,238,119,96,4,0.0,0.0,0.5966386554621849,0.22050014454321137,0.11518667673145132,0.9621848739495799
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,10,10,216,108,88,2,0.0,0.0,0.5462962962962963,0.22712453380886227,0.10767582142492131,0.9768518518518519
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,16,16,325,162,110,1,0.0,0.0,0.6666666666666666,0.19638486631226382,0.09961416880318887,0.963076923076923
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,19,19,292,146,120,2,0.0,0.0,0.5753424657534246,0.20400276670395015,0.09917049719120889,0.9794520547945206
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,21,21,199,99,81,1,0.0,0.0,0.5353535353535354,0.2652686447842856,0.10486661004466537,0.9296482412060302
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,23,23,184,92,84,3,0.0,0.0,0.29347826086956524,0.26358313486125684,0.1194733690760459,0.7934782608695652
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,CoLD,24,24,169,84,73,1,0.0,0.0,0.38095238095238093,0.2688891486384063,0.11036733771916346,0.7396449704142012
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,1,1,317,159,132,2,0.0,0.0,0.5408805031446541,0.1853172012049976,0.09852469339662087,0.9779179810725552
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,3,3,246,123,93,2,1.0,0.0,0.6585365853658537,0.21867814979969533,0.10628631002408227,0.975609756097561
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,4,4,216,108,83,0,0.0,0.0,0.5833333333333334,0.2334795161729518,0.10287966112637986,0.9814814814814815
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,5,5,325,162,137,3,0.3333333333333333,0.0,0.5925925925925926,0.1930624794894176,0.10217417885842775,0.9723076923076923
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,6,6,177,89,70,0,0.0,0.0,0.7303370786516854,0.2861042369414879,0.12668730905656217,0.96045197740113
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,7,7,216,108,81,0,0.0,0.0,0.5833333333333334,0.25117561223539053,0.10499929239272744,0.9907407407407407
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,8,8,238,119,96,4,0.0,0.0,0.6134453781512605,0.22050014454321137,0.11518667673145132,0.9621848739495799
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,10,10,216,108,88,2,0.0,0.0,0.5648148148148148,0.22712453380886227,0.10767582142492131,0.9768518518518519
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,16,16,325,162,110,1,0.0,0.0,0.6666666666666666,0.19638486631226382,0.09961416880318887,0.9723076923076923
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,19,19,292,146,120,2,0.0,0.0,0.5547945205479452,0.20400276670395015,0.09917049719120889,0.9794520547945206
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,21,21,199,99,81,1,0.0,0.0,0.5757575757575758,0.2652686447842856,0.10486661004466537,0.9899497487437185
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,23,23,184,92,84,3,0.3333333333333333,0.0,0.4673913043478261,0.26358313486125684,0.1194733690760459,0.9782608695652174
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,ablation_hard,24,24,169,84,73,1,0.0,0.0,0.6190476190476191,0.2688891486384063,0.11036733771916346,0.9822485207100592
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,1,1,317,159,132,2,1.0,1.0,0.5974842767295597,0.1853172012049976,0.09852469339662087,0.8531318796840905
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,3,3,246,123,93,2,1.0,1.0,0.7073170731707317,0.21867814979969533,0.10628631002408227,0.853684866387087
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,4,4,216,108,83,0,0.0,0.0,0.5185185185185185,0.2334795161729518,0.10287966112637986,0.8577110290623956
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,5,5,325,162,137,3,1.0,1.0,0.5864197530864198,0.1930624794894176,0.10217417885842775,0.8513681084652021
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,6,6,177,89,70,0,0.0,0.0,0.7528089887640449,0.2861042369414879,0.12668730905656217,0.8493548115712075
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,7,7,216,108,81,0,0.0,0.0,0.6388888888888888,0.25117561223539053,0.10499929239272744,0.8619460198591171
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,8,8,238,119,96,4,1.0,1.0,0.6302521008403361,0.22050014454321137,0.11518667673145132,0.8481657021908526
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,10,10,216,108,88,2,1.0,1.0,0.5555555555555556,0.22712453380886227,0.10767582142492131,0.8553688566450072
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,16,16,325,162,110,1,1.0,1.0,0.6728395061728395,0.19638486631226382,0.09961416880318887,0.8515880925177695
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,19,19,292,146,120,2,1.0,1.0,0.6027397260273972,0.20400276670395015,0.09917049719120889,0.8558957238724438
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,21,21,199,99,81,1,1.0,1.0,0.494949494949495,0.2652686447842856,0.10486661004466537,0.8656494181129907
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,23,23,184,92,84,3,1.0,1.0,0.4673913043478261,0.26358313486125684,0.1194733690760459,0.8600006263551853
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-soft,24,24,169,84,73,1,1.0,1.0,0.6428571428571429,0.2688891486384063,0.11036733771916346,0.8622136522107425
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,1,1,317,159,132,2,0.5,1.0,0.5534591194968553,0.1853172012049976,0.09852469339662087,0.8531318796840905
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,3,3,246,123,93,2,0.0,1.0,0.6341463414634146,0.21867814979969533,0.10628631002408227,0.853684866387087
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,4,4,216,108,83,0,0.0,0.0,0.5277777777777778,0.2334795161729518,0.10287966112637986,0.8577110290623956
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,5,5,325,162,137,3,0.3333333333333333,1.0,0.6049382716049383,0.1930624794894176,0.10217417885842775,0.8513681084652021
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,6,6,177,89,70,0,0.0,0.0,0.7078651685393258,0.2861042369414879,0.12668730905656217,0.8493548115712075
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,7,7,216,108,81,0,0.0,0.0,0.5925925925925926,0.25117561223539053,0.10499929239272744,0.8619460198591171
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,8,8,238,119,96,4,0.0,1.0,0.5798319327731093,0.22050014454321137,0.11518667673145132,0.8481657021908526
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,10,10,216,108,88,2,0.0,1.0,0.5185185185185185,0.22712453380886227,0.10767582142492131,0.8553688566450072
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,16,16,325,162,110,1,1.0,1.0,0.654320987654321,0.19638486631226382,0.09961416880318887,0.8515880925177695
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,19,19,292,146,120,2,0.0,1.0,0.5958904109589042,0.20400276670395015,0.09917049719120889,0.8558957238724438
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,21,21,199,99,81,1,0.0,1.0,0.5555555555555556,0.2652686447842856,0.10486661004466537,0.8656494181129907
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,23,23,184,92,84,3,1.0,1.0,0.44565217391304346,0.26358313486125684,0.1194733690760459,0.8600006263551853
cesnet_tls_year22,CESNET-TLS-Year22,0.4,4,Graph-CoLD-semisup,24,24,169,84,73,1,1.0,1.0,0.6309523809523809,0.2688891486384063,0.11036733771916346,0.8622136522107425
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,1,1,317,159,192,6,0.0,0.0,0.3522012578616352,0.16880515976050164,0.09217451715264618,0.9779179810725552
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,3,3,246,123,144,4,0.0,0.0,0.3170731707317073,0.19382949550375506,0.0928907191491286,0.983739837398374
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,4,4,216,108,141,5,0.0,0.0,0.3333333333333333,0.19006685310258753,0.09845214550791244,0.9490740740740741
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,5,5,325,162,206,5,0.0,0.0,0.3271604938271605,0.17169670163652598,0.09337360599237902,0.9753846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,6,6,177,89,91,2,0.0,0.0,0.4606741573033708,0.2694472225229598,0.10988080867508027,0.9887005649717514
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,7,7,216,108,133,5,0.0,0.0,0.2222222222222222,0.2138231459991571,0.1080773768092839,0.9722222222222222
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,8,8,238,119,137,6,0.0,0.0,0.3445378151260504,0.20067283183131887,0.11231185839604793,0.957983193277311
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,10,10,216,108,119,7,0.0,0.0,0.3611111111111111,0.2111601422709559,0.11640572079049381,0.9629629629629629
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,16,16,325,162,201,4,0.0,0.0,0.3148148148148148,0.17047700443603442,0.08869177347742997,0.9784615384615385
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,19,19,292,146,182,5,0.0,0.0,0.22602739726027396,0.1812944420295046,0.09489043337312741,0.9794520547945206
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,21,21,199,99,121,3,0.0,0.0,0.31313131313131315,0.23093657044909088,0.09858032812973394,0.8743718592964824
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,23,23,184,92,104,6,0.16666666666666666,0.0,0.29347826086956524,0.24709271134147612,0.12823279996538103,0.9402173913043478
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,CoLD,24,24,169,84,101,3,0.0,0.0,0.0,0.23785107179028303,0.11262174581739652,0.5857988165680473
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,1,1,317,159,192,6,0.0,0.0,0.34591194968553457,0.16880515976050164,0.09217451715264618,0.9779179810725552
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,3,3,246,123,144,4,0.0,0.0,0.3170731707317073,0.19382949550375506,0.0928907191491286,0.983739837398374
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,4,4,216,108,141,5,0.0,0.0,0.37962962962962965,0.19006685310258753,0.09845214550791244,0.9768518518518519
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,5,5,325,162,206,5,0.0,0.0,0.3765432098765432,0.17169670163652598,0.09337360599237902,0.9753846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,6,6,177,89,91,2,0.0,0.0,0.47191011235955055,0.2694472225229598,0.10988080867508027,0.9887005649717514
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,7,7,216,108,133,5,0.0,0.0,0.24074074074074073,0.2138231459991571,0.1080773768092839,0.9722222222222222
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,8,8,238,119,137,6,0.0,0.0,0.33613445378151263,0.20067283183131887,0.11231185839604793,0.957983193277311
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,10,10,216,108,119,7,0.0,0.0,0.37037037037037035,0.2111601422709559,0.11640572079049381,0.9629629629629629
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,16,16,325,162,201,4,0.0,0.0,0.32098765432098764,0.17047700443603442,0.08869177347742997,0.9846153846153847
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,19,19,292,146,182,5,0.0,0.0,0.22602739726027396,0.1812944420295046,0.09489043337312741,0.9794520547945206
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,21,21,199,99,121,3,0.0,0.0,0.3333333333333333,0.23093657044909088,0.09858032812973394,0.9798994974874372
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,23,23,184,92,104,6,0.16666666666666666,0.0,0.2717391304347826,0.24709271134147612,0.12823279996538103,0.9619565217391305
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,ablation_hard,24,24,169,84,101,3,0.0,0.0,0.4166666666666667,0.23785107179028303,0.11262174581739652,0.9704142011834319
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,Graph-CoLD-soft,1,1,317,159,192,6,1.0,1.0,0.37735849056603776,0.16880515976050164,0.09217451715264618,0.8585544018025665
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,Graph-CoLD-soft,3,3,246,123,144,4,1.0,1.0,0.3333333333333333,0.19382949550375506,0.0928907191491286,0.8636612633105448
cesnet_tls_year22,CESNET-TLS-Year22,0.6,4,Graph-CoLD-soft,4,4,216,108,141,5,1.0,1.0,0.4074074074074074,0.19006685310258753,0.09845214550791244,0.862875599078783
