dataset,reported_as,tail_flip_rate,seed,method,tail_label,tail_label_name,train_tail_count,test_tail_count,train_tail_flipped_count,clean_suspicious_tail_count,clean_suspicious_tail_recovery_rate,clean_suspicious_tail_retained_rate,test_tail_recall,mean_tail_evidence,mean_tail_cdm,mean_tail_weight
cicids2017,CICIDS-2017,0.8,9,Graph-CoLD-semisup,5,5,78,34,69,4,0.0,1.0,0.0,0.054906865949951554,0.06593609436233083,0.8536519862524744
cicids2017,CICIDS-2017,0.8,9,Graph-CoLD-semisup,6,6,81,36,62,2,0.0,1.0,0.1111111111111111,0.07057552096356642,0.07413887518264142,0.84834770844581
cicids2017,CICIDS-2017,0.8,9,Graph-CoLD-semisup,9,9,49,37,34,2,0.0,1.0,0.08108108108108109,0.08751126633712468,0.0859376198206258,0.8464378315220864
cicids2017,CICIDS-2017,0.8,9,Graph-CoLD-semisup,10,10,22,9,20,0,0.0,0.0,0.0,0.0943894855458293,0.030606594610191315,0.884382834798797
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,1,1,317,159,138,5,0.2,0.0,0.5471698113207547,0.14575023415363655,0.0963823706689658,0.9716088328075709
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,3,3,246,123,106,3,0.0,0.0,0.6260162601626016,0.15968253719952305,0.10452394067945006,0.9634146341463414
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,4,4,216,108,96,2,0.5,0.0,0.5648148148148148,0.1611169970718184,0.0857989410745126,0.9907407407407407
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,5,5,325,162,126,1,0.0,0.0,0.5987654320987654,0.17959544997608323,0.0913045331839603,0.9815384615384616
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,6,6,177,89,79,1,0.0,0.0,0.48314606741573035,0.2548362549287416,0.10866866370053299,0.7344632768361582
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,7,7,216,108,86,7,0.14285714285714285,0.0,0.5370370370370371,0.21563894203717193,0.12217747778168739,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,8,8,238,119,95,7,0.0,0.0,0.5966386554621849,0.1635677955398422,0.11264973191497395,0.957983193277311
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,10,10,216,108,84,3,0.0,0.0,0.7129629629629629,0.15308523961478754,0.1058102567655972,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,16,16,325,162,126,1,0.0,0.0,0.654320987654321,0.15941168249254684,0.09480936400402079,0.9569230769230769
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,19,19,292,146,102,0,0.0,0.0,0.7191780821917808,0.17968518602015507,0.09078334812682916,0.9794520547945206
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,21,21,199,99,67,0,0.0,0.0,0.494949494949495,0.2593832597954979,0.11022546427334791,0.8542713567839196
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,23,23,184,92,72,4,0.25,0.0,0.6413043478260869,0.24210251600161825,0.12972020821541932,0.8967391304347826
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,CoLD,24,24,169,84,71,1,0.0,0.0,0.7142857142857143,0.21093013712451428,0.10849134946440804,0.9704142011834319
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,1,1,317,159,138,5,0.2,0.0,0.5031446540880503,0.14575023415363655,0.0963823706689658,0.9716088328075709
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,3,3,246,123,106,3,0.0,0.0,0.6260162601626016,0.15968253719952305,0.10452394067945006,0.9634146341463414
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,4,4,216,108,96,2,0.5,0.0,0.6018518518518519,0.1611169970718184,0.0857989410745126,0.9907407407407407
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,5,5,325,162,126,1,0.0,0.0,0.5802469135802469,0.17959544997608323,0.0913045331839603,0.9815384615384616
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,6,6,177,89,79,1,0.0,0.0,0.651685393258427,0.2548362549287416,0.10866866370053299,0.9830508474576272
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,7,7,216,108,86,7,0.14285714285714285,0.0,0.5833333333333334,0.21563894203717193,0.12217747778168739,0.9583333333333334
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,8,8,238,119,95,7,0.0,0.0,0.6134453781512605,0.1635677955398422,0.11264973191497395,0.957983193277311
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,10,10,216,108,84,3,0.0,0.0,0.6759259259259259,0.15308523961478754,0.1058102567655972,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,16,16,325,162,126,1,0.0,0.0,0.6296296296296297,0.15941168249254684,0.09480936400402079,0.9753846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,19,19,292,146,102,0,0.0,0.0,0.7054794520547946,0.17968518602015507,0.09078334812682916,0.9828767123287672
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,21,21,199,99,67,0,0.0,0.0,0.6464646464646465,0.2593832597954979,0.11022546427334791,0.9798994974874372
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,23,23,184,92,72,4,0.5,0.0,0.7391304347826086,0.24210251600161825,0.12972020821541932,0.9619565217391305
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,ablation_hard,24,24,169,84,71,1,0.0,0.0,0.6904761904761905,0.21093013712451428,0.10849134946440804,0.9704142011834319
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,1,1,317,159,138,5,1.0,1.0,0.5408805031446541,0.14575023415363655,0.0963823706689658,0.8481261359968741
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,3,3,246,123,106,3,1.0,1.0,0.6178861788617886,0.15968253719952305,0.10452394067945006,0.8429709610515608
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,4,4,216,108,96,2,1.0,1.0,0.5370370370370371,0.1611169970718184,0.0857989410745126,0.8594364347924893
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,5,5,325,162,126,1,1.0,1.0,0.5802469135802469,0.17959544997608323,0.0913045331839603,0.8556560149549722
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,6,6,177,89,79,1,1.0,1.0,0.6629213483146067,0.2548362549287416,0.10866866370053299,0.860121141827891
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,7,7,216,108,86,7,1.0,1.0,0.6481481481481481,0.21563894203717193,0.12217747778168739,0.8455608570042791
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,8,8,238,119,95,7,1.0,1.0,0.5798319327731093,0.1635677955398422,0.11264973191497395,0.8413255725689691
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,10,10,216,108,84,3,1.0,1.0,0.6574074074074074,0.15308523961478754,0.1058102567655972,0.8403460995267943
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,16,16,325,162,126,1,1.0,1.0,0.6358024691358025,0.15941168249254684,0.09480936400402079,0.8506756850473438
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,19,19,292,146,102,0,0.0,0.0,0.726027397260274,0.17968518602015507,0.09078334812682916,0.8557784783804852
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,21,21,199,99,67,0,0.0,0.0,0.5757575757575758,0.2593832597954979,0.11022546427334791,0.8578448416991107
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,23,23,184,92,72,4,1.0,1.0,0.717391304347826,0.24210251600161825,0.12972020821541932,0.847994217162369
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-soft,24,24,169,84,71,1,1.0,1.0,0.7261904761904762,0.21093013712451428,0.10849134946440804,0.8505243945190152
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,1,1,317,159,138,5,0.6,1.0,0.5220125786163522,0.14575023415363655,0.0963823706689658,0.8481261359968741
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,3,3,246,123,106,3,0.0,1.0,0.5934959349593496,0.15968253719952305,0.10452394067945006,0.8429709610515608
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,4,4,216,108,96,2,0.5,1.0,0.5462962962962963,0.1611169970718184,0.0857989410745126,0.8594364347924893
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,5,5,325,162,126,1,0.0,1.0,0.5740740740740741,0.17959544997608323,0.0913045331839603,0.8556560149549722
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,6,6,177,89,79,1,0.0,1.0,0.6179775280898876,0.2548362549287416,0.10866866370053299,0.860121141827891
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,7,7,216,108,86,7,0.14285714285714285,1.0,0.6296296296296297,0.21563894203717193,0.12217747778168739,0.8455608570042791
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,8,8,238,119,95,7,0.2857142857142857,1.0,0.5630252100840336,0.1635677955398422,0.11264973191497395,0.8413255725689691
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,10,10,216,108,84,3,0.6666666666666666,1.0,0.6203703703703703,0.15308523961478754,0.1058102567655972,0.8403460995267943
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,16,16,325,162,126,1,0.0,1.0,0.6790123456790124,0.15941168249254684,0.09480936400402079,0.8506756850473438
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,19,19,292,146,102,0,0.0,0.0,0.678082191780822,0.17968518602015507,0.09078334812682916,0.8557784783804852
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,21,21,199,99,67,0,0.0,0.0,0.5555555555555556,0.2593832597954979,0.11022546427334791,0.8578448416991107
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,23,23,184,92,72,4,0.5,1.0,0.6413043478260869,0.24210251600161825,0.12972020821541932,0.847994217162369
cesnet_tls_year22,CESNET-TLS-Year22,0.4,0,Graph-CoLD-semisup,24,24,169,84,71,1,0.0,1.0,0.6428571428571429,0.21093013712451428,0.10849134946440804,0.8505243945190152
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,1,1,317,159,190,7,0.0,0.0,0.31446540880503143,0.12386443243117254,0.08846677834207357,0.9716088328075709
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,3,3,246,123,155,3,0.0,0.0,0.3008130081300813,0.12956506418225905,0.08076351781404396,0.9796747967479674
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,4,4,216,108,121,0,0.0,0.0,0.4537037037037037,0.14017803043453816,0.07905301068908781,0.9953703703703703
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,5,5,325,162,198,7,0.0,0.0,0.2654320987654321,0.14902516383964598,0.08775510990060341,0.9784615384615385
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,6,6,177,89,98,3,0.0,0.0,0.29213483146067415,0.21893670662937267,0.11146788901405161,0.8813559322033898
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,7,7,216,108,143,6,0.0,0.0,0.1574074074074074,0.1658188489870638,0.09816134123749849,0.9120370370370371
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,8,8,238,119,156,12,0.0,0.0,0.21008403361344538,0.12605732541689044,0.10552706245932811,0.9285714285714286
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,10,10,216,108,127,10,0.1,0.0,0.2962962962962963,0.12450784888211065,0.10450781365216386,0.9490740740740741
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,16,16,325,162,182,4,0.0,0.0,0.345679012345679,0.1374518989106893,0.08409825009347406,0.9723076923076923
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,19,19,292,146,162,4,0.0,0.0,0.2602739726027397,0.15186509478429228,0.0849824015562542,0.9863013698630136
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,21,21,199,99,128,8,0.0,0.0,0.0707070707070707,0.19504480935090684,0.10912014103570597,0.8140703517587939
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,23,23,184,92,102,8,0.0,0.0,0.29347826086956524,0.20368745021657758,0.12265970727218212,0.8913043478260869
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,CoLD,24,24,169,84,110,9,0.0,0.0,0.10714285714285714,0.1619667736480095,0.11878895181900104,0.8816568047337278
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,1,1,317,159,190,7,0.14285714285714285,0.0,0.31446540880503143,0.12386443243117254,0.08846677834207357,0.9716088328075709
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,3,3,246,123,155,3,0.0,0.0,0.3008130081300813,0.12956506418225905,0.08076351781404396,0.9796747967479674
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,4,4,216,108,121,0,0.0,0.0,0.4166666666666667,0.14017803043453816,0.07905301068908781,0.9953703703703703
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,5,5,325,162,198,7,0.0,0.0,0.2777777777777778,0.14902516383964598,0.08775510990060341,0.9784615384615385
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,6,6,177,89,98,3,0.0,0.0,0.3707865168539326,0.21893670662937267,0.11146788901405161,0.9717514124293786
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,7,7,216,108,143,6,0.0,0.0,0.2037037037037037,0.1658188489870638,0.09816134123749849,0.9722222222222222
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,8,8,238,119,156,12,0.0,0.0,0.23529411764705882,0.12605732541689044,0.10552706245932811,0.9495798319327731
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,10,10,216,108,127,10,0.0,0.0,0.25925925925925924,0.12450784888211065,0.10450781365216386,0.9490740740740741
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,16,16,325,162,182,4,0.0,0.0,0.35185185185185186,0.1374518989106893,0.08409825009347406,0.9846153846153847
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,19,19,292,146,162,4,0.25,0.0,0.3561643835616438,0.15186509478429228,0.0849824015562542,0.9863013698630136
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,21,21,199,99,128,8,0.0,0.0,0.23232323232323232,0.19504480935090684,0.10912014103570597,0.9597989949748744
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,23,23,184,92,102,8,0.0,0.0,0.29347826086956524,0.20368745021657758,0.12265970727218212,0.9565217391304348
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,ablation_hard,24,24,169,84,110,9,0.0,0.0,0.16666666666666666,0.1619667736480095,0.11878895181900104,0.9408284023668639
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,1,1,317,159,190,7,1.0,1.0,0.3836477987421384,0.12386443243117254,0.08846677834207357,0.8503424021930928
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,3,3,246,123,155,3,1.0,1.0,0.2682926829268293,0.12956506418225905,0.08076351781404396,0.8562134738821724
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,4,4,216,108,121,0,0.0,0.0,0.46296296296296297,0.14017803043453816,0.07905301068908781,0.8607258536614879
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,5,5,325,162,198,7,1.0,1.0,0.24691358024691357,0.14902516383964598,0.08775510990060341,0.8560492023311973
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,6,6,177,89,98,3,1.0,1.0,0.2808988764044944,0.21893670662937267,0.11146788901405161,0.8536311414112118
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,7,7,216,108,143,6,1.0,1.0,0.1574074074074074,0.1658188489870638,0.09816134123749849,0.8561028762747745
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,8,8,238,119,156,12,1.0,1.0,0.31932773109243695,0.12605732541689044,0.10552706245932811,0.8428750845014504
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,10,10,216,108,127,10,1.0,1.0,0.3611111111111111,0.12450784888211065,0.10450781365216386,0.841886698651682
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,16,16,325,162,182,4,1.0,1.0,0.345679012345679,0.1374518989106893,0.08409825009347406,0.8570517316400723
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,19,19,292,146,162,4,1.0,1.0,0.363013698630137,0.15186509478429228,0.0849824015562542,0.8585551839166052
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,21,21,199,99,128,8,1.0,1.0,0.2828282828282828,0.19504480935090684,0.10912014103570597,0.8529497145182166
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,23,23,184,92,102,8,1.0,1.0,0.3695652173913043,0.20368745021657758,0.12265970727218212,0.8487963781906948
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-soft,24,24,169,84,110,9,1.0,1.0,0.19047619047619047,0.1619667736480095,0.11878895181900104,0.8423121562279162
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,1,1,317,159,190,7,0.0,1.0,0.2830188679245283,0.12386443243117254,0.08846677834207357,0.8503424021930928
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,3,3,246,123,155,3,0.0,1.0,0.24390243902439024,0.12956506418225905,0.08076351781404396,0.8562134738821724
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,4,4,216,108,121,0,0.0,0.0,0.4444444444444444,0.14017803043453816,0.07905301068908781,0.8607258536614879
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,5,5,325,162,198,7,0.0,1.0,0.25925925925925924,0.14902516383964598,0.08775510990060341,0.8560492023311973
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,6,6,177,89,98,3,0.0,1.0,0.3707865168539326,0.21893670662937267,0.11146788901405161,0.8536311414112118
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,7,7,216,108,143,6,0.0,1.0,0.1574074074074074,0.1658188489870638,0.09816134123749849,0.8561028762747745
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,8,8,238,119,156,12,0.08333333333333333,1.0,0.226890756302521,0.12605732541689044,0.10552706245932811,0.8428750845014504
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,10,10,216,108,127,10,0.1,1.0,0.3055555555555556,0.12450784888211065,0.10450781365216386,0.841886698651682
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,16,16,325,162,182,4,0.0,1.0,0.3148148148148148,0.1374518989106893,0.08409825009347406,0.8570517316400723
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,19,19,292,146,162,4,0.25,1.0,0.3013698630136986,0.15186509478429228,0.0849824015562542,0.8585551839166052
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,21,21,199,99,128,8,0.0,1.0,0.2222222222222222,0.19504480935090684,0.10912014103570597,0.8529497145182166
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,23,23,184,92,102,8,0.0,1.0,0.31521739130434784,0.20368745021657758,0.12265970727218212,0.8487963781906948
cesnet_tls_year22,CESNET-TLS-Year22,0.6,0,Graph-CoLD-semisup,24,24,169,84,110,9,0.0,1.0,0.15476190476190477,0.1619667736480095,0.11878895181900104,0.8423121562279162
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,1,1,317,159,255,14,0.0,0.0,0.09433962264150944,0.08026483915055777,0.07653294113343952,0.9558359621451105
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,3,3,246,123,194,13,0.0,0.0,0.13821138211382114,0.08791759346595736,0.08665628957302086,0.9471544715447154
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,4,4,216,108,176,10,0.0,0.0,0.046296296296296294,0.08236952148156135,0.07888222316000884,0.9212962962962963
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,5,5,325,162,267,18,0.0,0.0,0.09876543209876543,0.09838417149588079,0.08492503372805625,0.9415384615384615
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,6,6,177,89,145,15,0.0,0.0,0.0,0.1360074168573864,0.11333027182836838,0.8192090395480226
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,7,7,216,108,167,10,0.0,0.0,0.10185185185185185,0.121191037073827,0.08889993395560201,0.9212962962962963
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,8,8,238,119,191,10,0.0,0.0,0.01680672268907563,0.08488515504838777,0.07614308592121598,0.9369747899159664
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,10,10,216,108,174,14,0.0,0.0,0.05555555555555555,0.07631945008680789,0.09000574391193557,0.9351851851851852
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,16,16,325,162,267,19,0.0,0.0,0.043209876543209874,0.0853116406271406,0.08641145646964916,0.9353846153846154
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,19,19,292,146,240,9,0.0,0.0,0.06164383561643835,0.093819936082956,0.0707362165840757,0.9657534246575342
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,21,21,199,99,154,12,0.0,0.0,0.010101010101010102,0.14255455067226241,0.10228238252676841,0.8542713567839196
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,23,23,184,92,136,6,0.0,0.0,0.07608695652173914,0.14262873147243998,0.09940750146750052,0.842391304347826
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,CoLD,24,24,169,84,130,4,0.0,0.0,0.14285714285714285,0.11558714030634148,0.07374819646545133,0.8757396449704142
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,1,1,317,159,255,14,0.0,0.0,0.1069182389937107,0.08026483915055777,0.07653294113343952,0.9558359621451105
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,3,3,246,123,194,13,0.0,0.0,0.13008130081300814,0.08791759346595736,0.08665628957302086,0.9471544715447154
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,4,4,216,108,176,10,0.0,0.0,0.07407407407407407,0.08236952148156135,0.07888222316000884,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,5,5,325,162,267,18,0.0,0.0,0.08641975308641975,0.09838417149588079,0.08492503372805625,0.9446153846153846
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,6,6,177,89,145,15,0.0,0.0,0.0449438202247191,0.1360074168573864,0.11333027182836838,0.9152542372881356
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,7,7,216,108,167,10,0.0,0.0,0.12962962962962962,0.121191037073827,0.08889993395560201,0.9537037037037037
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,8,8,238,119,191,10,0.1,0.0,0.04201680672268908,0.08488515504838777,0.07614308592121598,0.957983193277311
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,10,10,216,108,174,14,0.0,0.0,0.06481481481481481,0.07631945008680789,0.09000574391193557,0.9351851851851852
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,16,16,325,162,267,19,0.0,0.0,0.06172839506172839,0.0853116406271406,0.08641145646964916,0.9384615384615385
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,19,19,292,146,240,9,0.0,0.0,0.0547945205479452,0.093819936082956,0.0707362165840757,0.9657534246575342
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,21,21,199,99,154,12,0.0,0.0,0.04040404040404041,0.14255455067226241,0.10228238252676841,0.9396984924623115
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,23,23,184,92,136,6,0.0,0.0,0.14130434782608695,0.14262873147243998,0.09940750146750052,0.9510869565217391
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,ablation_hard,24,24,169,84,130,4,0.0,0.0,0.27380952380952384,0.11558714030634148,0.07374819646545133,0.9763313609467456
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,1,1,317,159,255,14,1.0,1.0,0.11320754716981132,0.08026483915055777,0.07653294113343952,0.8506075307429225
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,3,3,246,123,194,13,1.0,1.0,0.14634146341463414,0.08791759346595736,0.08665628957302086,0.8468545506069663
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,4,4,216,108,176,10,1.0,1.0,0.14814814814814814,0.08236952148156135,0.07888222316000884,0.8517444889780676
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,5,5,325,162,267,18,1.0,1.0,0.09876543209876543,0.09838417149588079,0.08492503372805625,0.8490065928838832
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,6,6,177,89,145,15,1.0,1.0,0.06741573033707865,0.1360074168573864,0.11333027182836838,0.8455468666022711
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,7,7,216,108,167,10,1.0,1.0,0.14814814814814814,0.121191037073827,0.08889993395560201,0.8518502099056673
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,8,8,238,119,191,10,1.0,1.0,0.13445378151260504,0.08488515504838777,0.07614308592121598,0.853126228410268
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,10,10,216,108,174,14,1.0,1.0,0.12037037037037036,0.07631945008680789,0.09000574391193557,0.8444219858283889
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,16,16,325,162,267,19,1.0,1.0,0.09259259259259259,0.0853116406271406,0.08641145646964916,0.8456855168445061
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,19,19,292,146,240,9,1.0,1.0,0.07534246575342465,0.093819936082956,0.0707362165840757,0.8566026529321609
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,21,21,199,99,154,12,1.0,1.0,0.09090909090909091,0.14255455067226241,0.10228238252676841,0.8499067493200171
cesnet_tls_year22,CESNET-TLS-Year22,0.8,0,Graph-CoLD-soft,23,23,184,92,136,6,1.0,1.0,0.15217391304347827,0.14262873147243998,0.09940750146750052,0.850792545614971
